Sensor Index,Sensor ID,Time Since PowerOn,Real time clock,Temperature,Pressure,Relative Humidity,Resistance Gassensor,Heater Profile Step Index,Scanning Mode Enabled,Scanning Cycle Index,Label Tag,Error Code,label,temperature,pressure,humidity,gas_resistance
5,480020830,109817,1722344809,35.542946,968.069092,17.250998,5684.846191,5,1,1,0,0,normal,,,,
6,480008288,109821,1722344809,35.243538,968.340149,17.285187,5684.846191,5,1,1,0,0,normal,,,,
2,480026197,110211,1722344810,35.628761,967.473328,16.784245,5684.846191,7,1,1,0,0,normal,,,,
0,480007249,110356,1722344810,35.340237,967.390137,17.689873,5684.846191,7,1,1,0,0,normal,,,,
1,479990353,110360,1722344810,35.500919,967.728271,17.541676,5684.846191,7,1,1,0,0,normal,,,,
7,480006511,110365,1722344810,35.419121,968.072327,16.747061,5684.846191,6,1,1,0,0,normal,,,,
3,479999824,110509,1722344810,35.191208,967.629883,16.719471,5684.846191,6,1,1,0,0,normal,,,,
4,479999071,110513,1722344810,35.583099,967.460632,16.71242,5684.846191,6,1,1,0,0,normal,,,,
5,480020830,110518,1722344810,35.63773,968.034424,17.220577,5684.846191,6,1,1,0,0,normal,,,,
6,480008288,110522,1722344810,35.349335,968.336487,17.219318,5684.846191,6,1,1,0,0,normal,,,,
2,480026197,110911,1722344810,35.842922,967.451721,16.729643,5684.846191,8,1,1,0,0,normal,,,,
0,480007249,111056,1722344810,35.530895,967.384766,17.649443,5684.846191,8,1,1,0,0,normal,,,,
1,479990353,111060,1722344810,35.714382,967.71344,17.5077,5684.846191,8,1,1,0,0,normal,,,,
7,480006511,111065,1722344810,35.892788,968.081848,16.721899,5684.846191,7,1,1,0,0,normal,,,,
3,479999824,111209,1722344811,35.642879,967.63208,16.713575,5684.846191,7,1,1,0,0,normal,,,,
4,479999071,111213,1722344811,36.074982,967.44574,16.70866,5684.846191,7,1,1,0,0,normal,,,,
5,480020830,111218,1722344811,36.142361,968.045593,17.233675,5684.846191,7,1,1,0,0,normal,,,,
6,480008288,111222,1722344811,35.843056,968.33844,17.195742,5684.846191,7,1,1,0,0,normal,,,,
2,480026197,111622,1722344811,35.964947,967.483643,16.685282,5684.846191,9,1,1,0,0,normal,,,,
0,480007249,111777,1722344811,35.638771,967.365784,17.588833,5684.846191,9,1,1,0,0,normal,,,,
1,479990353,111792,1722344811,35.844975,967.727844,17.448458,5684.846191,9,1,1,0,0,normal,,,,
7,480006511,111797,1722344811,36.109886,968.095825,16.677528,5684.846191,8,1,1,0,0,normal,,,,
6,480008288,111804,1722344811,36.057167,968.358521,17.259176,5684.846191,8,1,1,0,0,normal,,,,
3,479999824,111940,1722344811,35.884758,967.655701,16.680897,5684.846191,8,1,1,0,0,normal,,,,
4,479999071,111945,1722344811,36.30719,967.460754,16.849623,5684.846191,8,1,1,0,0,normal,,,,
5,480020830,111949,1722344811,36.367783,968.058655,17.123642,5684.846191,8,1,1,0,0,normal,,,,
7,480006511,112507,1722344812,36.233238,968.101746,16.617773,5684.846191,9,1,1,0,0,normal,,,,
4,479999071,112523,1722344812,36.442024,967.460938,16.682692,5684.846191,9,1,1,0,0,normal,,,,
2,480026197,112528,1722344812,36.067051,967.497375,16.578596,5684.846191,0,1,1,0,0,normal,,,,
6,480008288,112543,1722344812,36.190674,968.374817,17.13311,5684.846191,9,1,1,0,0,normal,,,,
0,480007249,112548,1722344812,35.729084,967.380188,17.532354,5684.846191,0,1,1,0,0,normal,,,,
3,479999824,112662,1722344812,36.032848,967.672974,16.607342,5684.846191,9,1,1,0,0,normal,,,,
5,480020830,112678,1722344812,36.506111,968.092529,17.110962,5684.846191,9,1,1,0,0,normal,,,,
1,479990353,112691,1722344812,35.945427,967.73175,17.20813,5684.846191,0,1,1,0,0,normal,,,,
2,480026197,112822,1722344812,35.608833,967.499817,16.502747,10749.076172,1,1,1,0,0,normal,,,,
0,480007249,112827,1722344812,35.257454,967.428589,17.433649,11465.424805,1,1,1,0,0,normal,,,,
1,479990353,112971,1722344812,35.400463,967.747192,17.223545,17452.958984,1,1,1,0,0,normal,,,,
7,480006511,113255,1722344813,36.307251,968.110046,16.524647,5684.846191,0,1,1,0,0,normal,,,,
4,479999071,113399,1722344813,36.571861,967.448242,16.51049,5684.846191,0,1,1,0,0,normal,,,,
6,480008288,113403,1722344813,36.293953,968.376282,17.036201,5684.846191,0,1,1,0,0,normal,,,,
3,479999824,113408,1722344813,36.064938,967.688721,16.517279,5684.846191,0,1,1,0,0,normal,,,,
5,480020830,113412,1722344813,36.557343,968.084167,17.062704,5684.846191,0,1,1,0,0,normal,,,,
7,480006511,113535,1722344813,35.813843,968.134949,16.457031,5684.846191,1,1,1,0,0,normal,,,,
4,479999071,113679,1722344813,36.06749,967.484985,16.431976,5882.353027,1,1,1,0,0,normal,,,,
6,480008288,113684,1722344813,35.762447,968.38269,16.945065,5684.846191,1,1,1,0,0,normal,,,,
3,479999824,113688,1722344813,35.630539,967.707092,16.4072,5684.846191,1,1,1,0,0,normal,,,,
5,480020830,113692,1722344813,36.070637,968.127136,16.953812,5684.846191,1,1,1,0,0,normal,,,,
2,480026197,114082,1722344813,34.662533,967.456726,16.370529,11307.420898,2,1,1,0,0,normal,,,,
0,480007249,114227,1722344814,34.356846,967.35321,17.321415,12057.272461,2,1,1,0,0,normal,,,,
1,479990353,114231,1722344814,34.443649,967.736206,17.113939,17997.75,2,1,1,0,0,normal,,,,
7,480006511,114935,1722344814,34.888714,968.12146,16.285158,5684.846191,2,1,1,0,0,normal,,,,
4,479999071,115079,1722344814,35.068748,967.426941,16.286551,6083.650391,2,1,1,0,0,normal,,,,
6,480008288,115083,1722344814,34.792645,968.401611,16.799589,5684.846191,2,1,1,0,0,normal,,,,
3,479999824,115088,1722344814,34.727196,967.657532,16.297873,5684.846191,2,1,1,0,0,normal,,,,
5,480020830,115092,1722344814,35.163834,968.099487,16.812044,5684.846191,2,1,1,0,0,normal,,,,
2,480026197,118282,1722344818,34.430943,967.470215,16.459639,13029.316406,3,1,1,0,0,normal,,,,
0,480007249,118427,1722344818,34.186256,967.373108,17.327177,12903.225586,3,1,1,0,0,normal,,,,
1,479990353,118431,1722344818,34.212608,967.746643,17.233656,19161.675781,3,1,1,0,0,normal,,,,
2,480026197,118982,1722344818,35.090858,967.431213,16.540897,6314.12793,4,1,1,0,0,normal,,,,
0,480007249,119127,1722344818,34.851051,967.403015,17.415754,5684.846191,4,1,1,0,0,normal,,,,
1,479990353,119131,1722344818,34.915779,967.748169,17.319023,7801.072754,4,1,1,0,0,normal,,,,
7,480006511,119136,1722344818,34.669151,968.169495,16.339546,5684.846191,3,1,1,0,0,normal,,,,
6,480008288,119143,1722344818,34.555866,968.437317,16.909124,5684.846191,3,1,1,0,0,normal,,,,
4,479999071,119279,1722344819,34.796593,967.402649,16.389124,6558.721191,3,1,1,0,0,normal,,,,
3,479999824,119287,1722344819,34.440891,967.698792,16.373915,5684.846191,3,1,1,0,0,normal,,,,
5,480020830,119291,1722344819,34.917923,968.113281,16.895138,5684.846191,3,1,1,0,0,normal,,,,
2,480026197,119682,1722344819,35.329926,967.455627,16.548744,6502.743164,5,1,1,0,0,normal,,,,
0,480007249,119827,1722344819,35.049232,967.402527,17.457716,5684.846191,5,1,1,0,0,normal,,,,
1,479990353,119831,1722344819,35.136772,967.744202,17.331472,7988.018066,5,1,1,0,0,normal,,,,
7,480006511,119836,1722344819,35.359913,968.162109,16.442739,5684.846191,4,1,1,0,0,normal,,,,
6,480008288,119843,1722344819,35.288883,968.435974,17.021212,5684.846191,4,1,1,0,0,normal,,,,
4,479999071,119979,1722344819,35.510689,967.463196,16.463192,5684.846191,4,1,1,0,0,normal,,,,
3,479999824,119987,1722344819,35.094948,967.66394,16.464832,5684.846191,4,1,1,0,0,normal,,,,
5,480020830,119991,1722344819,35.596741,968.128113,16.973383,5684.846191,4,1,1,0,0,normal,,,,
2,480026197,120382,1722344820,35.439499,967.48175,16.524132,6632.124512,6,1,1,0,0,normal,,,,
0,480007249,120387,1722344820,35.134529,967.394897,17.467688,5730.65918,6,1,1,0,0,normal,,,,
1,479990353,120531,1722344820,35.242249,967.752869,17.337423,8091.023926,6,1,1,0,0,normal,,,,
7,480006511,120535,1722344820,35.584412,968.148499,16.434444,5684.846191,5,1,1,0,0,normal,,,,
4,479999071,120540,1722344820,35.755383,967.487549,16.501959,5684.846191,5,1,1,0,0,normal,,,,
6,480008288,120544,1722344820,35.515587,968.423401,16.972347,5684.846191,5,1,1,0,0,normal,,,,
3,479999824,120688,1722344820,35.33189,967.678833,16.472515,5684.846191,5,1,1,0,0,normal,,,,
5,480020830,120693,1722344820,35.822163,968.114441,16.985905,5684.846191,5,1,1,0,0,normal,,,,
2,480026197,121082,1722344820,35.897709,967.50293,16.564278,5684.846191,7,1,1,0,0,normal,,,,
0,480007249,121087,1722344820,35.586086,967.378235,17.436926,5684.846191,7,1,1,0,0,normal,,,,
1,479990353,121231,1722344821,35.744518,967.750549,17.268501,5684.846191,7,1,1,0,0,normal,,,,
7,480006511,121236,1722344821,35.692959,968.154968,16.379103,5684.846191,6,1,1,0,0,normal,,,,
4,479999071,121240,1722344821,35.872734,967.509094,16.446997,5684.846191,6,1,1,0,0,normal,,,,
6,480008288,121244,1722344821,35.63398,968.423401,16.958429,5684.846191,6,1,1,0,0,normal,,,,
3,479999824,121388,1722344821,35.457767,967.713562,16.464041,5684.846191,6,1,1,0,0,normal,,,,
5,480020830,121392,1722344821,35.927189,968.11615,16.966242,5684.846191,6,1,1,0,0,normal,,,,
2,480026197,121782,1722344821,36.119347,967.549805,16.479445,5684.846191,8,1,1,0,0,normal,,,,
0,480007249,121787,1722344821,35.781765,967.401917,17.391602,5684.846191,8,1,1,0,0,normal,,,,
1,479990353,121931,1722344821,35.970543,967.778442,17.26589,5684.846191,8,1,1,0,0,normal,,,,
7,480006511,121935,1722344821,36.16663,968.154846,16.394417,5684.846191,7,1,1,0,0,normal,,,,
4,479999071,121940,1722344821,36.349636,967.496155,16.447245,5684.846191,7,1,1,0,0,normal,,,,
6,480008288,121944,1722344821,36.115105,968.424805,16.944145,5684.846191,7,1,1,0,0,normal,,,,
3,479999824,122088,1722344821,35.909443,967.686768,16.462982,5684.846191,7,1,1,0,0,normal,,,,
5,480020830,122092,1722344821,36.426701,968.110535,16.953211,5684.846191,7,1,1,0,0,normal,,,,
2,480026197,122493,1722344822,36.233898,967.505676,16.419378,5684.846191,9,1,1,0,0,normal,,,,
0,480007249,122508,1722344822,35.884621,967.407166,17.340992,5684.846191,9,1,1,0,0,normal,,,,
1,479990353,122663,1722344822,36.088573,967.785278,17.134253,5684.846191,9,1,1,0,0,normal,,,,
7,480006511,122668,1722344822,36.383728,968.175964,16.411253,5684.846191,8,1,1,0,0,normal,,,,
4,479999071,122672,1722344822,36.591835,967.482605,16.424559,5684.846191,8,1,1,0,0,normal,,,,
6,480008288,122676,1722344822,36.341816,968.446289,16.895205,5684.846191,8,1,1,0,0,normal,,,,
3,479999824,122820,1722344822,36.156258,967.705383,16.461052,5684.846191,8,1,1,0,0,normal,,,,
5,480020830,122825,1722344822,36.667492,968.160217,16.930874,5684.846191,8,1,1,0,0,normal,,,,
7,480006511,123238,1722344823,36.504616,968.217224,16.290104,5684.846191,9,1,1,0,0,normal,,,,
2,480026197,123245,1722344823,36.261292,967.508972,16.334234,5684.846191,0,1,1,0,0,normal,,,,
4,479999071,123393,1722344823,36.734158,967.500977,16.355516,5684.846191,9,1,1,0,0,normal,,,,
3,479999824,123408,1722344823,36.292011,967.737183,16.351173,5684.846191,9,1,1,0,0,normal,,,,
6,480008288,123424,1722344823,36.48288,968.460632,16.831238,5684.846191,9,1,1,0,0,normal,,,,
5,480020830,123439,1722344823,36.798134,968.170044,16.851305,5684.846191,9,1,1,0,0,normal,,,,
0,480007249,123444,1722344823,35.97744,967.439575,17.223141,5684.846191,0,1,1,0,0,normal,,,,
1,479990353,123448,1722344823,36.126244,967.787842,17.105646,5684.846191,0,1,1,0,0,normal,,,,
2,480026197,123567,1722344823,35.815529,967.533569,16.178101,10392.984375,1,1,1,0,0,normal,,,,
0,480007249,123583,1722344823,35.478214,967.481079,17.205311,11177.086914,1,1,1,0,0,normal,,,,
1,479990353,123727,1722344823,35.649086,967.804016,17.012516,16623.376953,1,1,1,0,0,normal,,,,
7,480006511,124152,1722344823,36.603294,968.204529,16.208628,5684.846191,0,1,1,0,0,normal,,,,
4,479999071,124157,1722344824,36.829041,967.480286,16.176561,5684.846191,0,1,1,0,0,normal,,,,
6,480008288,124162,1722344824,36.540813,968.482544,16.716551,5684.846191,0,1,1,0,0,normal,,,,
3,479999824,124296,1722344824,36.403076,967.718262,16.260363,5684.846191,0,1,1,0,0,normal,,,,
5,480020830,124301,1722344824,36.910847,968.166321,16.75033,5684.846191,0,1,1,0,0,normal,,,,
7,480006511,124432,1722344824,36.107418,968.220764,16.141375,5684.846191,1,1,1,0,0,normal,,,,
4,479999071,124440,1722344824,36.332161,967.541321,16.170431,5774.088867,1,1,1,0,0,normal,,,,
6,480008288,124445,1722344824,36.014347,968.517151,16.641609,5684.846191,1,1,1,0,0,normal,,,,
3,479999824,124576,1722344824,35.968678,967.769287,16.191338,5684.846191,1,1,1,0,0,normal,,,,
5,480020830,124584,1722344824,36.421577,968.177307,16.67239,5684.846191,1,1,1,0,0,normal,,,,
2,480026197,124967,1722344824,34.91156,967.47998,16.14032,10858.5,2,1,1,0,0,normal,,,,
0,480007249,124983,1722344824,34.592659,967.389099,17.069006,11502.516602,2,1,1,0,0,normal,,,,
1,479990353,125127,1722344824,34.687248,967.76123,16.862474,17297.296875,2,1,1,0,0,normal,,,,
7,480006511,125832,1722344825,35.165016,968.22522,15.969602,5684.846191,2,1,1,0,0,normal,,,,
4,479999071,125840,1722344825,35.335911,967.493469,16.046301,5947.955566,2,1,1,0,0,normal,,,,
6,480008288,125848,1722344825,35.062172,968.463257,16.492943,5684.846191,2,1,1,0,0,normal,,,,
3,479999824,125976,1722344825,34.991287,967.713013,16.022926,5684.846191,2,1,1,0,0,normal,,,,
5,480020830,125984,1722344825,35.466103,968.195435,16.513535,5684.846191,2,1,1,0,0,normal,,,,
2,480026197,129027,1722344828,34.682457,967.503113,16.199163,12568.735352,3,1,1,0,0,normal,,,,
0,480007249,129183,1722344829,34.419563,967.389099,17.039017,12539.18457,3,1,1,0,0,normal,,,,
1,479990353,129187,1722344829,34.446159,967.795105,17.03763,18338.109375,3,1,1,0,0,normal,,,,
2,480026197,129727,1722344829,35.349846,967.491333,16.270138,6139.677734,4,1,1,0,0,normal,,,,
0,480007249,129883,1722344829,35.079338,967.424805,17.203417,5684.846191,4,1,1,0,0,normal,,,,
1,479990353,129887,1722344829,35.14431,967.789917,17.066151,7606.370117,4,1,1,0,0,normal,,,,
7,480006511,129892,1722344829,34.938057,968.22522,16.038885,5684.846191,3,1,1,0,0,normal,,,,
4,479999071,130040,1722344829,35.068748,967.513977,16.14916,6412.825684,3,1,1,0,0,normal,,,,
6,480008288,130048,1722344829,34.822872,968.538025,16.607409,5684.846191,3,1,1,0,0,normal,,,,
3,479999824,130176,1722344830,34.687706,967.738403,16.123444,5684.846191,3,1,1,0,0,normal,,,,
5,480020830,130184,1722344830,35.199699,968.164795,16.631084,5684.846191,3,1,1,0,0,normal,,,,
2,480026197,130427,1722344830,35.583931,967.530457,16.282639,6351.727051,5,1,1,0,0,normal,,,,
0,480007249,130583,1722344830,35.297588,967.45575,17.20541,5684.846191,5,1,1,0,0,normal,,,,
1,479990353,130587,1722344830,35.372841,967.739136,17.083982,7766.990234,5,1,1,0,0,normal,,,,
7,480006511,130592,1722344830,35.636219,968.202087,16.121445,5684.846191,4,1,1,0,0,normal,,,,
4,479999071,130740,1722344830,35.777855,967.538574,16.227568,5684.846191,4,1,1,0,0,normal,,,,
6,480008288,130748,1722344830,35.558411,968.497192,16.698473,5684.846191,4,1,1,0,0,normal,,,,
3,479999824,130876,1722344830,35.344231,967.717407,16.193674,5684.846191,4,1,1,0,0,normal,,,,
5,480020830,130884,1722344830,35.878517,968.148132,16.683363,5684.846191,4,1,1,0,0,normal,,,,
2,480026197,131127,1722344830,35.681053,967.522217,16.267494,6490.87207,6,1,1,0,0,normal,,,,
0,480007249,131143,1722344830,35.372852,967.455505,17.184044,5684.846191,6,1,1,0,0,normal,,,,
1,479990353,131287,1722344831,35.483337,967.755554,17.059488,7887.601562,6,1,1,0,0,normal,,,,
7,480006511,131292,1722344831,35.85825,968.218201,16.148495,5684.846191,5,1,1,0,0,normal,,,,
4,479999071,131440,1722344831,36.025043,967.538574,16.230566,5684.846191,5,1,1,0,0,normal,,,,
6,480008288,131448,1722344831,35.792675,968.491455,16.695953,5684.846191,5,1,1,0,0,normal,,,,
3,479999824,131576,1722344831,35.586113,967.732483,16.25226,5684.846191,5,1,1,0,0,normal,,,,
5,480020830,131584,1722344831,36.106499,968.165222,16.695852,5684.846191,5,1,1,0,0,normal,,,,
2,480026197,131827,1722344831,36.136776,967.554871,16.26136,5684.846191,7,1,1,0,0,normal,,,,
0,480007249,131843,1722344831,35.83194,967.426697,17.235447,5684.846191,7,1,1,0,0,normal,,,,
1,479990353,131987,1722344831,35.980583,967.806763,17.061672,5684.846191,7,1,1,0,0,normal,,,,
7,480006511,131992,1722344831,35.954464,968.222717,16.102699,5684.846191,6,1,1,0,0,normal,,,,
4,479999071,132140,1722344831,36.132408,967.547424,16.215895,5684.846191,6,1,1,0,0,normal,,,,
5,480020830,132145,1722344831,36.214088,968.18335,16.686478,5684.846191,6,1,1,0,0,normal,,,,
6,480008288,132149,1722344831,35.900993,968.515503,16.681431,5684.846191,6,1,1,0,0,normal,,,,
3,479999824,132276,1722344832,35.697182,967.719482,16.207369,5684.846191,6,1,1,0,0,normal,,,,
2,480026197,132527,1722344832,36.350945,967.550598,16.227022,5684.846191,8,1,1,0,0,normal,,,,
0,480007249,132543,1722344832,36.030125,967.475708,17.144093,5684.846191,8,1,1,0,0,normal,,,,
1,479990353,132687,1722344832,36.206612,967.846985,17.028255,5684.846191,8,1,1,0,0,normal,,,,
7,480006511,132692,1722344832,36.438004,968.257324,16.113108,5684.846191,7,1,1,0,0,normal,,,,
3,479999824,132836,1722344832,36.15873,967.760681,16.242182,5684.846191,7,1,1,0,0,normal,,,,
4,479999071,132841,1722344832,36.626793,967.559143,16.22193,5684.846191,7,1,1,0,0,normal,,,,
5,480020830,132845,1722344832,36.708477,968.192871,16.560741,5684.846191,7,1,1,0,0,normal,,,,
6,480008288,132849,1722344832,36.389675,968.551453,16.672394,5684.846191,7,1,1,0,0,normal,,,,
2,480026197,133238,1722344833,36.475456,967.563171,16.162418,5684.846191,9,1,1,0,0,normal,,,,
0,480007249,133254,1722344833,36.127964,967.489014,17.093214,5684.846191,9,1,1,0,0,normal,,,,
1,479990353,133409,1722344833,36.329666,967.854492,16.95326,5684.846191,9,1,1,0,0,normal,,,,
7,480006511,133414,1722344833,36.645237,968.283936,16.06806,5684.846191,8,1,1,0,0,normal,,,,
3,479999824,133553,1722344833,36.395672,967.765625,16.163248,5684.846191,8,1,1,0,0,normal,,,,
4,479999071,133558,1722344833,36.859001,967.530945,16.10154,5684.846191,8,1,1,0,0,normal,,,,
5,480020830,133563,1722344833,36.941582,968.213074,16.629574,5684.846191,8,1,1,0,0,normal,,,,
6,480008288,133568,1722344833,36.613869,968.546875,16.541349,5684.846191,8,1,1,0,0,normal,,,,
2,480026197,133986,1722344833,36.572578,967.566956,16.076004,5684.846191,0,1,1,0,0,normal,,,,
7,480006511,134128,1722344833,36.763653,968.282349,16.01318,5684.846191,9,1,1,0,0,normal,,,,
4,479999071,134143,1722344833,37.001324,967.565735,16.13468,5684.846191,9,1,1,0,0,normal,,,,
6,480008288,134160,1722344834,36.742332,968.570374,16.507414,5684.846191,9,1,1,0,0,normal,,,,
0,480007249,134164,1722344834,36.210751,967.479126,17.036373,5684.846191,0,1,1,0,0,normal,,,,
3,479999824,134264,1722344834,36.536358,967.77832,16.099516,5684.846191,9,1,1,0,0,normal,,,,
5,480020830,134298,1722344834,37.077351,968.226868,16.591127,5684.846191,9,1,1,0,0,normal,,,,
2,480026197,134302,1722344834,36.106895,967.602417,16.010672,10312.600586,1,1,1,0,0,normal,,,,
1,479990353,134308,1722344834,36.422585,967.842896,16.876595,5684.846191,0,1,1,0,0,normal,,,,
0,480007249,134446,1722344834,35.739117,967.476624,16.958929,10947.65625,1,1,1,0,0,normal,,,,
1,479990353,134451,1722344834,35.880135,967.829346,16.785322,16343.207031,1,1,1,0,0,normal,,,,
7,480006511,134876,1722344834,36.859871,968.297485,15.94183,5684.846191,0,1,1,0,0,normal,,,,
4,479999071,135014,1722344834,37.111187,967.544373,16.012829,5684.846191,0,1,1,0,0,normal,,,,
6,480008288,135018,1722344834,36.845615,968.568115,16.472101,5684.846191,0,1,1,0,0,normal,,,,
7,480006511,135162,1722344835,36.351658,968.310608,15.864177,5684.846191,1,1,1,0,0,normal,,,,
3,479999824,135166,1722344835,36.647427,967.770081,16.059633,5684.846191,0,1,1,0,0,normal,,,,
5,480020830,135171,1722344835,37.192623,968.240967,16.485266,5684.846191,0,1,1,0,0,normal,,,,
4,479999071,135294,1722344835,36.606819,967.602783,15.950407,5736.823242,1,1,1,0,0,normal,,,,
6,480008288,135298,1722344835,36.306549,968.606995,16.381546,5684.846191,1,1,1,0,0,normal,,,,
3,479999824,135446,1722344835,36.176003,967.810425,15.943233,5684.846191,1,1,1,0,0,normal,,,,
5,480020830,135450,1722344835,36.705914,968.270752,16.443501,5684.846191,1,1,1,0,0,normal,,,,
2,480026197,135702,1722344835,35.158096,967.514771,15.8646,10803.510742,2,1,1,0,0,normal,,,,
0,480007249,135707,1722344835,34.820946,967.441528,16.836807,11331.444336,2,1,1,0,0,normal,,,,
1,479990353,135850,1722344835,34.925819,967.836853,16.651636,16886.542969,2,1,1,0,0,normal,,,,
7,480006511,136562,1722344836,35.419121,968.289917,15.709021,5684.846191,2,1,1,0,0,normal,,,,
4,479999071,136694,1722344836,35.59808,967.576721,15.795805,5931.417969,2,1,1,0,0,normal,,,,
6,480008288,136699,1722344836,35.329185,968.537476,16.232317,5684.846191,2,1,1,0,0,normal,,,,
3,479999824,136846,1722344836,35.218357,967.744751,15.79185,5684.846191,2,1,1,0,0,normal,,,,
5,480020830,136850,1722344836,35.732506,968.207581,16.28944,5684.846191,2,1,1,0,0,normal,,,,
2,480026197,139902,1722344839,34.924011,967.5177,15.918171,12451.362305,3,1,1,0,0,normal,,,,
0,480007249,139906,1722344839,34.655373,967.432068,16.909262,12293.507812,3,1,1,0,0,normal,,,,
1,479990353,140050,1722344839,34.684734,967.844177,16.775826,18028.169922,3,1,1,0,0,normal,,,,
2,480026197,140602,1722344840,35.586422,967.539673,15.988318,6118.546875,4,1,1,0,0,normal,,,,
0,480007249,140607,1722344840,35.320168,967.482117,16.997017,5684.846191,4,1,1,0,0,normal,,,,
1,479990353,140750,1722344840,35.375351,967.785583,16.854448,7499.414062,4,1,1,0,0,normal,,,,
7,480006511,140762,1722344840,35.194622,968.304871,15.788598,5684.846191,3,1,1,0,0,normal,,,,
4,479999071,140894,1722344840,35.325924,967.564209,15.928886,6378.313965,3,1,1,0,0,normal,,,,
6,480008288,140898,1722344840,35.07225,968.594116,16.406898,5684.846191,3,1,1,0,0,normal,,,,
3,479999824,140906,1722344840,34.927116,967.764404,15.913276,5684.846191,3,1,1,0,0,normal,,,,
5,480020830,140910,1722344840,35.468662,968.217163,16.407124,5684.846191,3,1,1,0,0,normal,,,,
2,480026197,141302,1722344841,35.81802,967.574768,16.051262,6291.78125,5,1,1,0,0,normal,,,,
0,480007249,141306,1722344841,35.525879,967.485901,16.977768,5684.846191,5,1,1,0,0,normal,,,,
1,479990353,141450,1722344841,35.606392,967.816589,16.851879,7639.054688,5,1,1,0,0,normal,,,,
6,480008288,141458,1722344841,35.812828,968.543152,16.508018,5684.846191,4,1,1,0,0,normal,,,,
7,480006511,141462,1722344841,35.880455,968.253418,15.869987,5684.846191,4,1,1,0,0,normal,,,,
4,479999071,141594,1722344841,36.042522,967.57489,16.007235,5684.846191,4,1,1,0,0,normal,,,,
3,479999824,141606,1722344841,35.581177,967.765747,15.977902,5684.846191,4,1,1,0,0,normal,,,,
5,480020830,141610,1722344841,36.147484,968.210754,16.443748,5684.846191,4,1,1,0,0,normal,,,,
2,480026197,141862,1722344841,35.922615,967.54657,16.051712,6401.280273,6,1,1,0,0,normal,,,,
0,480007249,142006,1722344841,35.606159,967.436401,16.951553,5684.846191,6,1,1,0,0,normal,,,,
1,479990353,142150,1722344841,35.709358,967.796082,16.73514,7801.072754,6,1,1,0,0,normal,,,,
6,480008288,142158,1722344842,36.042053,968.58551,16.520452,5684.846191,5,1,1,0,0,normal,,,,
7,480006511,142162,1722344842,36.097553,968.260071,15.881355,5684.846191,5,1,1,0,0,normal,,,,
4,479999071,142294,1722344842,36.274731,967.588196,16.060276,5684.846191,5,1,1,0,0,normal,,,,
3,479999824,142306,1722344842,35.820587,967.768005,15.995569,5684.846191,5,1,1,0,0,normal,,,,
5,480020830,142310,1722344842,36.372906,968.218262,16.46104,5684.846191,5,1,1,0,0,normal,,,,
2,480026197,142562,1722344842,36.373356,967.544067,16.050173,5684.846191,7,1,1,0,0,normal,,,,
0,480007249,142706,1722344842,36.062737,967.478516,16.956444,5684.846191,7,1,1,0,0,normal,,,,
1,479990353,142850,1722344842,36.209118,967.867004,16.828997,5684.846191,7,1,1,0,0,normal,,,,
4,479999071,142855,1722344842,36.387093,967.594849,16.117237,5684.846191,6,1,1,0,0,normal,,,,
6,480008288,142859,1722344842,36.152889,968.57782,16.449842,5684.846191,6,1,1,0,0,normal,,,,
7,480006511,142863,1722344842,36.208569,968.295776,15.87701,5684.846191,6,1,1,0,0,normal,,,,
3,479999824,143007,1722344842,35.943996,967.780945,15.986849,5684.846191,6,1,1,0,0,normal,,,,
5,480020830,143011,1722344842,36.480492,968.2146,16.441446,5684.846191,6,1,1,0,0,normal,,,,
2,480026197,143262,1722344843,36.594994,967.601318,15.98566,5684.846191,8,1,1,0,0,normal,,,,
0,480007249,143406,1722344843,36.255909,967.501465,16.926241,5684.846191,8,1,1,0,0,normal,,,,
1,479990353,143550,1722344843,36.427608,967.86676,16.75421,5684.846191,8,1,1,0,0,normal,,,,
4,479999071,143554,1722344843,36.868992,967.537964,16.005079,5684.846191,7,1,1,0,0,normal,,,,
6,480008288,143559,1722344843,36.651649,968.617004,16.435989,5684.846191,7,1,1,0,0,normal,,,,
7,480006511,143563,1722344843,36.679771,968.303955,15.728799,5684.846191,7,1,1,0,0,normal,,,,
3,479999824,143707,1722344843,36.393204,967.784912,15.990238,5684.846191,7,1,1,0,0,normal,,,,
5,480020830,143712,1722344843,36.974888,968.241943,16.447931,5684.846191,7,1,1,0,0,normal,,,,
2,480026197,143973,1722344843,36.719505,967.606567,15.931238,5684.846191,9,1,1,0,0,normal,,,,
0,480007249,143988,1722344843,36.353748,967.468201,16.865139,5684.846191,9,1,1,0,0,normal,,,,
1,479990353,144143,1722344843,36.548153,967.854248,16.740421,5684.846191,9,1,1,0,0,normal,,,,
7,480006511,144149,1722344843,36.904274,968.326599,15.816848,5684.846191,8,1,1,0,0,normal,,,,
4,479999071,144287,1722344844,37.113686,967.547974,15.972116,5684.846191,8,1,1,0,0,normal,,,,
6,480008288,144292,1722344844,36.858208,968.595764,16.41651,5684.846191,8,1,1,0,0,normal,,,,
3,479999824,144437,1722344844,36.632622,967.795227,15.95715,5684.846191,8,1,1,0,0,normal,,,,
5,480020830,144442,1722344844,37.210556,968.243835,16.425093,5684.846191,8,1,1,0,0,normal,,,,
