Sensor Index,Sensor ID,Time Since PowerOn,Real time clock,Temperature,Pressure,Relative Humidity,Resistance Gassensor,Heater Profile Step Index,Scanning Mode Enabled,Scanning Cycle Index,Label Tag,Error Code,label,temperature,pressure,humidity,gas_resistance
0,480007249,21704,1722344721,,,,,3,1,1,0,0,redidlo,33.767315,978.590454,21.823736,522982.625
1,479990353,21708,1722344721,,,,,3,1,1,0,0,redidlo,33.918785,978.811401,21.689003,584308.125
2,480026197,21713,1722344721,,,,,3,1,1,0,0,redidlo,34.007603,978.593262,20.901703,727531.0625
3,479999824,21717,1722344721,,,,,3,1,1,0,0,redidlo,34.22123,978.804199,20.648027,216949.15625
4,479999071,21721,1722344721,,,,,3,1,1,0,0,redidlo,34.589355,978.677551,20.575848,524590.1875
5,480020830,21726,1722344721,,,,,3,1,1,0,0,redidlo,34.600288,979.128418,21.235559,321608.03125
6,480008288,21730,1722344721,,,,,3,1,1,0,0,redidlo,34.142757,978.981873,21.261711,167429.6875
7,480006511,21734,1722344721,,,,,3,1,1,0,0,redidlo,34.188087,978.955994,20.874556,172681.28125
0,480007249,22404,1722344722,,,,,4,1,1,0,0,redidlo,34.432106,978.559692,21.758276,84712.109375
1,479990353,22409,1722344722,,,,,4,1,1,0,0,redidlo,34.63451,978.822876,21.727467,111159.359375
2,480026197,22413,1722344722,,,,,4,1,1,0,0,redidlo,34.67997,978.565918,20.941053,129162.460938
3,479999824,22417,1722344722,,,,,4,1,1,0,0,redidlo,34.880222,978.765808,20.68083,39862.972656
4,479999071,22422,1722344722,,,,,4,1,1,0,0,redidlo,35.303452,978.691711,20.628027,87761.398438
5,480020830,22426,1722344722,,,,,4,1,1,0,0,redidlo,35.284229,979.087158,21.208,70562.296875
6,480008288,22430,1722344722,,,,,4,1,1,0,0,redidlo,34.88081,978.93811,21.30619,29976.580078
7,480006511,22435,1722344722,,,,,4,1,1,0,0,redidlo,34.886246,978.914978,20.915609,39900.25
0,480007249,23104,1722344722,,,,,5,1,1,0,0,redidlo,34.667915,978.583313,21.822174,84044.648438
1,479990353,23109,1722344722,,,,,5,1,1,0,0,redidlo,34.890663,978.806213,21.708038,111231.804688
2,480026197,23113,1722344722,,,,,5,1,1,0,0,redidlo,34.943932,978.555603,20.900713,128967.257812
3,479999824,23118,1722344722,,,,,5,1,1,0,0,redidlo,35.134438,978.819031,20.639763,40087.691406
4,479999071,23122,1722344722,,,,,5,1,1,0,0,redidlo,35.548145,978.692627,20.58613,86253.367188
5,480020830,23126,1722344722,,,,,5,1,1,0,0,redidlo,35.530144,979.124207,21.166677,70973.109375
6,480008288,23131,1722344722,,,,,5,1,1,0,0,redidlo,35.122627,978.953552,21.269632,29788.224609
7,480006511,23135,1722344722,,,,,5,1,1,0,0,redidlo,35.125546,978.915283,20.873499,39751.554688
0,480007249,23804,1722344723,,,,,6,1,1,0,0,redidlo,34.778297,978.586792,21.734423,82821.09375
1,479990353,23809,1722344723,,,,,6,1,1,0,0,redidlo,35.016228,978.818726,21.6373,110440.03125
2,480026197,23813,1722344723,,,,,6,1,1,0,0,redidlo,35.063469,978.562866,20.819166,129456.382812
3,479999824,23818,1722344723,,,,,6,1,1,0,0,redidlo,35.255379,978.796875,20.579391,39975.015625
4,479999071,23822,1722344723,,,,,6,1,1,0,0,redidlo,35.672985,978.727295,20.50996,85647.375
5,480020830,23826,1722344723,,,,,6,1,1,0,0,redidlo,35.645412,979.083435,21.105982,70387.679688
6,480008288,23831,1722344723,,,,,6,1,1,0,0,redidlo,35.248577,978.959595,21.204058,29705.267578
7,480006511,23835,1722344723,,,,,6,1,1,0,0,redidlo,35.243965,978.916016,20.791685,39567.234375
0,480007249,24504,1722344724,,,,,7,1,1,0,0,redidlo,35.219822,978.603638,21.695934,20506.248047
1,479990353,24509,1722344724,,,,,7,1,1,0,0,redidlo,35.518497,978.812866,21.576513,27610.007812
2,480026197,24513,1722344724,,,,,7,1,1,0,0,redidlo,35.524166,978.577026,20.754971,36488.027344
3,479999824,24518,1722344724,,,,,7,1,1,0,0,redidlo,35.711987,978.764587,20.53056,10947.65625
4,479999071,24522,1722344724,,,,,7,1,1,0,0,redidlo,36.159874,978.696716,20.473392,21872.863281
5,480020830,24526,1722344724,,,,,7,1,1,0,0,redidlo,36.14492,979.088257,21.050098,19265.501953
6,480008288,24530,1722344724,,,,,7,1,1,0,0,redidlo,35.739777,978.975037,21.147242,7699.711426
7,480006511,24535,1722344724,,,,,7,1,1,0,0,redidlo,35.73243,978.919189,20.739677,12230.078125
0,480007249,25064,1722344724,,,,,8,1,1,0,0,redidlo,35.440586,978.617188,21.62632,21850.460938
1,479990353,25208,1722344725,,,,,8,1,1,0,0,redidlo,35.744518,978.811218,21.502028,29077.691406
2,480026197,25213,1722344725,,,,,8,1,1,0,0,redidlo,35.750782,978.577942,20.65941,38740.921875
3,479999824,25217,1722344725,,,,,8,1,1,0,0,redidlo,35.953869,978.794128,20.425499,11539.848633
4,479999071,25222,1722344725,,,,,8,1,1,0,0,redidlo,36.404568,978.654053,20.383919,23464.710938
5,480020830,25226,1722344725,,,,,8,1,1,0,0,redidlo,36.378029,979.092712,20.981487,20157.480469
6,480008288,25231,1722344725,,,,,8,1,1,0,0,redidlo,35.971523,979.00061,21.03581,7852.760742
7,480006511,25235,1722344725,,,,,8,1,1,0,0,redidlo,35.954464,978.933289,20.643568,12620.785156
0,480007249,25775,1722344725,,,,,9,1,1,0,0,redidlo,35.555984,978.610291,21.491184,22857.142578
2,480026197,25791,1722344725,,,,,9,1,1,0,0,redidlo,35.892727,978.624817,20.542459,40506.328125
1,479990353,25930,1722344725,,,,,9,1,1,0,0,redidlo,35.882645,978.802246,21.358013,30360.53125
3,479999824,25946,1722344725,,,,,9,1,1,0,0,redidlo,36.106895,978.826904,20.314615,12321.910156
4,479999071,25961,1722344725,,,,,9,1,1,0,0,redidlo,36.554382,978.669189,20.256565,24348.488281
5,480020830,25976,1722344725,,,,,9,1,1,0,0,redidlo,36.52404,979.11676,20.854319,20725.388672
6,480008288,25992,1722344725,,,,,9,1,1,0,0,redidlo,36.112587,979.002502,20.939447,7976.071777
7,480006511,26007,1722344725,,,,,9,1,1,0,0,redidlo,36.095085,978.9505,20.520969,12926.681641
0,480007249,26695,1722344726,,,,,0,1,1,0,0,redidlo,35.66135,978.625061,21.366022,24141.833984
2,480026197,26711,1722344726,,,,,0,1,1,0,0,redidlo,36.01226,978.576721,20.418814,41612.484375
1,479990353,26715,1722344726,,,,,0,1,1,0,0,redidlo,35.819862,978.794617,21.18461,30798.845703
3,479999824,26720,1722344726,,,,,0,1,1,0,0,redidlo,36.205624,978.803406,20.179213,12771.901367
4,479999071,26724,1722344726,,,,,0,1,1,0,0,redidlo,36.614307,978.64917,20.102327,24873.6875
5,480020830,26728,1722344726,,,,,0,1,1,0,0,redidlo,36.641876,979.12793,20.688475,21262.458984
6,480008288,26733,1722344726,,,,,0,1,1,0,0,redidlo,36.155407,978.968079,20.778385,8042.22168
7,480006511,26876,1722344726,,,,,0,1,1,0,0,redidlo,36.23077,978.965942,20.355927,13223.140625
0,480007249,26975,1722344726,,,,,1,1,1,0,0,redidlo,35.202263,978.638367,21.276686,729085.0625
2,480026197,26991,1722344726,,,,,1,1,1,0,0,redidlo,35.581444,978.622803,20.306602,892763.75
1,479990353,26995,1722344726,,,,,1,1,1,0,0,redidlo,35.407997,978.858582,21.098764,672357.1875
3,479999824,27000,1722344726,,,,,1,1,1,0,0,redidlo,35.766289,978.810303,20.066828,284128.75
4,479999071,27004,1722344726,,,,,1,1,1,0,0,redidlo,36.147392,978.737854,19.998434,660645.1875
5,480020830,27008,1722344726,,,,,1,1,1,0,0,redidlo,36.14492,979.124451,20.618679,363378.28125
6,480008288,27013,1722344726,,,,,1,1,1,0,0,redidlo,35.641537,979.004822,20.675611,165161.296875
7,480006511,27156,1722344726,,,,,1,1,1,0,0,redidlo,35.737366,978.948975,20.265814,184438.046875
0,480007249,28235,1722344728,,,,,2,1,1,0,0,redidlo,34.35183,978.569824,21.087637,687248.3125
2,480026197,28391,1722344728,,,,,2,1,1,0,0,redidlo,34.650082,978.58606,20.094494,867796.625
1,479990353,28395,1722344728,,,,,2,1,1,0,0,redidlo,34.534054,978.830811,20.887737,658732.6875
3,479999824,28400,1722344728,,,,,2,1,1,0,0,redidlo,34.855537,978.780518,19.856808,266805.625
4,479999071,28404,1722344728,,,,,2,1,1,0,0,redidlo,35.191093,978.684509,19.795544,624961.875
5,480020830,28408,1722344728,,,,,2,1,1,0,0,redidlo,35.225315,979.095703,20.400963,358041.96875
6,480008288,28413,1722344728,,,,,2,1,1,0,0,redidlo,34.744789,978.959351,20.49555,159451.890625
7,480006511,28556,1722344728,,,,,2,1,1,0,0,redidlo,34.829506,978.927612,20.049717,180918.734375
0,480007249,32435,1722344732,,,,,3,1,1,0,0,redidlo,34.256496,978.586487,21.118122,636617.9375
2,480026197,32451,1722344732,,,,,3,1,1,0,0,redidlo,34.465805,978.609131,20.187243,829821.6875
1,479990353,32595,1722344732,,,,,3,1,1,0,0,redidlo,34.360775,978.832214,20.99184,646260.625
3,479999824,32599,1722344732,,,,,3,1,1,0,0,redidlo,34.625999,978.788574,19.946644,245681.375
4,479999071,32604,1722344732,,,,,3,1,1,0,0,redidlo,34.958885,978.692078,19.927477,583309.625
5,480020830,32608,1722344732,,,,,3,1,1,0,0,redidlo,35.017826,979.108093,20.471138,344317.40625
6,480008288,32612,1722344732,,,,,3,1,1,0,0,redidlo,34.581055,978.970886,20.5637,147720.71875
7,480006511,32756,1722344732,,,,,3,1,1,0,0,redidlo,34.67902,978.955933,20.150106,176795.578125
0,480007249,33135,1722344732,,,,,4,1,1,0,0,redidlo,34.916275,978.589172,21.204569,101386.140625
2,480026197,33151,1722344732,,,,,4,1,1,0,0,redidlo,35.138176,978.557251,20.251596,145827.40625
1,479990353,33295,1722344733,,,,,4,1,1,0,0,redidlo,35.061436,978.832336,21.070219,121615.203125
3,479999824,33300,1722344733,,,,,4,1,1,0,0,redidlo,35.277592,978.771301,20.024908,44475.332031
4,479999071,33304,1722344733,,,,,4,1,1,0,0,redidlo,35.662998,978.703308,19.983036,98178.328125
5,480020830,33308,1722344733,,,,,4,1,1,0,0,redidlo,35.683834,979.08606,20.54101,75762.0625
6,480008288,33312,1722344733,,,,,4,1,1,0,0,redidlo,35.324146,978.97937,20.654636,27717.626953
7,480006511,33456,1722344733,,,,,4,1,1,0,0,redidlo,35.369781,978.930054,19.969034,41210.558594
0,480007249,33835,1722344733,,,,,5,1,1,0,0,redidlo,35.149578,978.622803,21.172791,100431.539062
2,480026197,33851,1722344733,,,,,5,1,1,0,0,redidlo,35.384712,978.56073,20.236116,145330.6875
1,479990353,33995,1722344733,,,,,5,1,1,0,0,redidlo,35.302521,978.828674,21.21298,121269.539062
3,479999824,34000,1722344733,,,,,5,1,1,0,0,redidlo,35.51947,978.790588,20.024742,44521.738281
4,479999071,34004,1722344733,,,,,5,1,1,0,0,redidlo,35.925167,978.716614,19.968363,96731.53125
5,480020830,34008,1722344733,,,,,5,1,1,0,0,redidlo,35.919502,979.101929,20.546036,75829.382812
6,480008288,34013,1722344733,,,,,5,1,1,0,0,redidlo,35.555893,978.985046,20.654129,27432.490234
7,480006511,34017,1722344733,,,,,5,1,1,0,0,redidlo,35.609081,978.953735,20.09985,41330.320312
0,480007249,34535,1722344734,,,,,6,1,1,0,0,redidlo,35.249928,978.633484,21.084549,99436.78125
2,480026197,34551,1722344734,,,,,6,1,1,0,0,redidlo,35.509224,978.581238,20.202242,145083.59375
1,479990353,34695,1722344734,,,,,6,1,1,0,0,redidlo,35.415535,978.836914,20.920101,121269.539062
3,479999824,34700,1722344734,,,,,6,1,1,0,0,redidlo,35.637943,978.813965,19.979992,44429.019531
4,479999071,34704,1722344734,,,,,6,1,1,0,0,redidlo,36.047516,978.710266,19.960463,97449.5625
5,480020830,34708,1722344734,,,,,6,1,1,0,0,redidlo,36.037334,979.09906,20.50658,75964.390625
6,480008288,34713,1722344734,,,,,6,1,1,0,0,redidlo,35.686878,979.007385,20.641695,27344.583984
7,480006511,34717,1722344734,,,,,6,1,1,0,0,redidlo,35.722565,978.960144,20.08617,40973.113281
0,480007249,35235,1722344735,,,,,7,1,1,0,0,redidlo,35.693962,978.635376,21.103868,23005.033203
2,480026197,35251,1722344735,,,,,7,1,1,0,0,redidlo,35.950005,978.609985,20.162619,39900.25
1,479990353,35395,1722344735,,,,,7,1,1,0,0,redidlo,35.905247,978.818787,20.947596,30103.480469
3,479999824,35399,1722344735,,,,,7,1,1,0,0,redidlo,36.087151,978.806824,19.96171,12279.355469
4,479999071,35404,1722344735,,,,,7,1,1,0,0,redidlo,36.539402,978.688049,19.897457,22881.658203
5,480020830,35408,1722344735,,,,,7,1,1,0,0,redidlo,36.529167,979.12616,20.476006,20545.746094
6,480008288,35413,1722344735,,,,,7,1,1,0,0,redidlo,36.178078,979.014526,20.55282,7547.169922
7,480006511,35417,1722344735,,,,,7,1,1,0,0,redidlo,36.1987,978.978882,20.05913,12635.735352
0,480007249,35935,1722344735,,,,,8,1,1,0,0,redidlo,35.897163,978.627808,21.033045,24446.142578
2,480026197,35951,1722344735,,,,,8,1,1,0,0,redidlo,36.17662,978.60675,20.093342,42356.054688
1,479990353,36095,1722344735,,,,,8,1,1,0,0,redidlo,36.131268,978.820312,20.920559,31738.160156
3,479999824,36100,1722344735,,,,,8,1,1,0,0,redidlo,36.321629,978.817322,20.065992,12950.222656
4,479999071,36104,1722344735,,,,,8,1,1,0,0,redidlo,36.776604,978.691711,19.844328,24006.001953
5,480020830,36108,1722344735,,,,,8,1,1,0,0,redidlo,36.767395,979.139771,20.423435,21326.224609
6,480008288,36113,1722344735,,,,,8,1,1,0,0,redidlo,36.417381,978.997314,20.595037,7611.79834
7,480006511,36117,1722344735,,,,,8,1,1,0,0,redidlo,36.420734,978.998108,19.98411,12973.849609
0,480007249,36646,1722344736,,,,,9,1,1,0,0,redidlo,36.012566,978.622498,20.871849,25467.568359
2,480026197,36662,1722344736,,,,,9,1,1,0,0,redidlo,36.316078,978.628052,20.002676,44107.511719
1,479990353,36677,1722344736,,,,,9,1,1,0,0,redidlo,36.271904,978.829407,20.835043,32837.351562
6,480008288,36695,1722344736,,,,,9,1,1,0,0,redidlo,36.548374,979.013794,20.392578,7622.677246
3,479999824,36832,1722344736,,,,,9,1,1,0,0,redidlo,36.457378,978.790771,19.786354,13422.818359
4,479999071,36847,1722344736,,,,,9,1,1,0,0,redidlo,36.918926,978.690002,19.800865,24432.142578
5,480020830,36863,1722344736,,,,,9,1,1,0,0,redidlo,36.898037,979.106384,20.379513,22008.253906
7,480006511,36878,1722344736,,,,,9,1,1,0,0,redidlo,36.546555,978.981567,19.897619,13264.249023
0,480007249,37426,1722344737,,,,,0,1,1,0,0,redidlo,35.954865,978.599182,20.825787,25869.037109
2,480026197,37442,1722344737,,,,,0,1,1,0,0,redidlo,36.360905,978.557495,19.874483,44521.738281
1,479990353,37586,1722344737,,,,,0,1,1,0,0,redidlo,36.37738,978.843018,20.705027,33773.085938
3,479999824,37591,1722344737,,,,,0,1,1,0,0,redidlo,36.482059,978.800964,19.683207,13733.905273
6,480008288,37595,1722344737,,,,,0,1,1,0,0,redidlo,36.656689,978.998413,20.25733,7579.346191
5,480020830,37600,1722344737,,,,,0,1,1,0,0,redidlo,36.967201,979.112549,20.210825,22168.341797
0,480007249,37706,1722344737,,,,,1,1,1,0,0,redidlo,35.561001,978.662842,20.731083,823813.375
2,480026197,37722,1722344737,,,,,1,1,1,0,0,redidlo,35.952496,978.663818,19.806452,978499.75
4,479999071,37739,1722344737,,,,,0,1,1,0,0,redidlo,37.051262,978.688354,19.620064,24830.261719
7,480006511,37744,1722344737,,,,,0,1,1,0,0,redidlo,36.65757,978.993042,19.694695,13533.516602
1,479990353,37866,1722344737,,,,,1,1,1,0,0,redidlo,35.890175,978.897949,20.5044,772101.8125
3,479999824,37870,1722344737,,,,,1,1,1,0,0,redidlo,36.072342,978.836853,19.589212,322215.21875
6,480008288,37875,1722344737,,,,,1,1,1,0,0,redidlo,36.117622,979.050598,20.164295,148362.796875
5,480020830,37883,1722344737,,,,,1,1,1,0,0,redidlo,36.508671,979.170044,20.118057,393165.6875
4,479999071,38019,1722344737,,,,,1,1,1,0,0,redidlo,36.569363,978.728271,19.500261,656831.3125
7,480006511,38027,1722344737,,,,,1,1,1,0,0,redidlo,36.146893,979.014099,19.730337,192916.359375
0,480007249,39106,1722344738,,,,,2,1,1,0,0,redidlo,34.745686,978.606567,20.614199,775170.3125
2,480026197,39122,1722344738,,,,,2,1,1,0,0,redidlo,35.041054,978.565369,19.633738,953889.125
1,479990353,39266,1722344739,,,,,2,1,1,0,0,redidlo,34.923309,978.835266,20.252525,748264.5
3,479999824,39270,1722344739,,,,,2,1,1,0,0,redidlo,35.193672,978.805115,19.450478,301442.4375
6,480008288,39275,1722344739,,,,,2,1,1,0,0,redidlo,35.167973,978.985657,20.013767,141592.921875
5,480020830,39283,1722344739,,,,,2,1,1,0,0,redidlo,35.583935,979.120789,19.906881,384745.4375
7,480006511,39287,1722344739,,,,,2,1,1,0,0,redidlo,35.246429,978.934692,19.495556,186861.3125
4,479999071,39419,1722344739,,,,,2,1,1,0,0,redidlo,35.563126,978.722107,19.384693,622114.1875
0,480007249,43306,1722344743,,,,,3,1,1,0,0,redidlo,34.632793,978.597412,20.711819,714584.8125
2,480026197,43322,1722344743,,,,,3,1,1,0,0,redidlo,34.859264,978.605286,19.773529,921692.1875
1,479990353,43326,1722344743,,,,,3,1,1,0,0,redidlo,34.704826,978.803894,20.594534,729864.5625
6,480008288,43334,1722344743,,,,,3,1,1,0,0,redidlo,34.936226,979.001831,20.213881,130246.757812
3,479999824,43470,1722344743,,,,,3,1,1,0,0,redidlo,34.966606,978.810303,19.582138,276085.1875
4,479999071,43479,1722344743,,,,,3,1,1,0,0,redidlo,35.300957,978.712158,19.451918,567784.875
5,480020830,43483,1722344743,,,,,3,1,1,0,0,redidlo,35.373882,979.124207,20.102175,361071.9375
7,480006511,43487,1722344743,,,,,3,1,1,0,0,redidlo,35.036736,978.944214,19.592064,182271.265625
0,480007249,44006,1722344743,,,,,4,1,1,0,0,redidlo,35.300102,978.609253,20.655941,111014.742188
2,480026197,44022,1722344743,,,,,4,1,1,0,0,redidlo,35.531639,978.587585,19.858063,157684.015625
1,479990353,44027,1722344743,,,,,4,1,1,0,0,redidlo,35.410511,978.834106,20.661978,135737.015625
6,480008288,44034,1722344743,,,,,4,1,1,0,0,redidlo,35.666725,979.012634,20.245445,25589.763672
3,479999824,44170,1722344743,,,,,4,1,1,0,0,redidlo,35.61573,978.777527,19.65436,49660.523438
4,479999071,44179,1722344744,,,,,4,1,1,0,0,redidlo,36.007565,978.701904,19.548641,96622.007812
5,480020830,44183,1722344744,,,,,4,1,1,0,0,redidlo,36.050144,979.092712,20.198223,79281.507812
7,480006511,44188,1722344744,,,,,4,1,1,0,0,redidlo,35.73243,978.95459,19.677811,41857.421875
0,480007249,44566,1722344744,,,,,5,1,1,0,0,redidlo,35.515846,978.637939,20.76495,109589.039062
2,480026197,44582,1722344744,,,,,5,1,1,0,0,redidlo,35.773197,978.61261,19.863026,156958.921875
1,479990353,44726,1722344744,,,,,5,1,1,0,0,redidlo,35.649086,978.843628,20.688271,135521.4375
6,480008288,44734,1722344744,,,,,5,1,1,0,0,redidlo,35.903511,979.040222,20.239805,25437.201172
3,479999824,44870,1722344744,,,,,5,1,1,0,0,redidlo,35.860081,978.800537,19.675062,49602.789062
4,479999071,44879,1722344744,,,,,5,1,1,0,0,redidlo,36.247265,978.709717,19.63195,94534.710938
5,480020830,44883,1722344744,,,,,5,1,1,0,0,redidlo,36.275566,979.106018,20.197172,78769.234375
7,480006511,44888,1722344744,,,,,5,1,1,0,0,redidlo,35.951996,978.981567,19.686502,41980.976562
0,480007249,45266,1722344745,,,,,6,1,1,0,0,redidlo,35.616192,978.635742,20.718945,108199.492188
2,480026197,45282,1722344745,,,,,6,1,1,0,0,redidlo,35.897709,978.638367,19.813421,157684.015625
1,479990353,45426,1722344745,,,,,6,1,1,0,0,redidlo,35.757076,978.834839,20.637562,134453.78125
6,480008288,45434,1722344745,,,,,6,1,1,0,0,redidlo,36.019386,979.04187,20.205257,25196.849609
3,479999824,45570,1722344745,,,,,6,1,1,0,0,redidlo,35.983486,978.806641,19.620171,49202.382812
4,479999071,45579,1722344745,,,,,6,1,1,0,0,redidlo,36.374607,978.719666,19.587578,91822.09375
5,480020830,45583,1722344745,,,,,6,1,1,0,0,redidlo,36.390839,979.12085,20.168009,77977.460938
7,480006511,45588,1722344745,,,,,6,1,1,0,0,redidlo,36.063011,979.017578,19.651642,41410.546875
0,480007249,45966,1722344745,,,,,7,1,1,0,0,redidlo,36.062737,978.610657,20.7117,24859.195312
2,480026197,45982,1722344745,,,,,7,1,1,0,0,redidlo,36.33102,978.57428,19.793989,42188.53125
1,479990353,46126,1722344745,,,,,7,1,1,0,0,redidlo,36.249302,978.852112,20.622787,32315.072266
6,480008288,46134,1722344745,,,,,7,1,1,0,0,redidlo,36.505547,979.050049,20.194786,7142.856934
3,479999824,46270,1722344746,,,,,7,1,1,0,0,redidlo,36.435165,978.81311,19.62789,12810.248047
4,479999071,46279,1722344746,,,,,7,1,1,0,0,redidlo,36.851509,978.695435,19.575848,22590.892578
5,480020830,46283,1722344746,,,,,7,1,1,0,0,redidlo,36.882668,979.139832,20.158106,20867.296875
7,480006511,46288,1722344746,,,,,7,1,1,0,0,redidlo,36.53915,979.015198,19.63995,12711.022461
0,480007249,46666,1722344746,,,,,8,1,1,0,0,redidlo,36.263435,978.63269,20.651237,25963.488281
2,480026197,46682,1722344746,,,,,8,1,1,0,0,redidlo,36.5676,978.599426,19.72007,43971.144531
1,479990353,46826,1722344746,,,,,8,1,1,0,0,redidlo,36.472816,978.845703,20.55862,33507.851562
6,480008288,46834,1722344746,,,,,8,1,1,0,0,redidlo,36.724701,979.069336,20.13533,7181.328613
3,479999824,46970,1722344746,,,,,8,1,1,0,0,redidlo,36.66964,978.817871,19.559061,13182.286133
4,479999071,46979,1722344746,,,,,8,1,1,0,0,redidlo,37.093712,978.698486,19.522963,23029.867188
5,480020830,46983,1722344746,,,,,8,1,1,0,0,redidlo,37.115776,979.158264,20.068422,21368.949219
7,480006511,46988,1722344746,,,,,8,1,1,0,0,redidlo,36.75132,979.039612,19.595745,12958.088867
0,480007249,47377,1722344747,,,,,9,1,1,0,0,redidlo,36.373817,978.638977,20.59004,26913.373047
2,480026197,47393,1722344747,,,,,9,1,1,0,0,redidlo,36.709545,978.620972,19.634865,45714.285156
1,479990353,47548,1722344747,,,,,9,1,1,0,0,redidlo,36.605919,978.840942,20.472666,34482.757812
6,480008288,47564,1722344747,,,,,9,1,1,0,0,redidlo,36.850655,979.059692,20.043472,7200.720215
3,479999824,47703,1722344747,,,,,9,1,1,0,0,redidlo,36.820202,978.834045,19.526745,13414.378906
4,479999071,47719,1722344747,,,,,9,1,1,0,0,redidlo,37.238533,978.71521,19.416636,23738.873047
5,480020830,47734,1722344747,,,,,9,1,1,0,0,redidlo,37.259224,979.147095,19.993872,21607.021484
7,480006511,47750,1722344747,,,,,9,1,1,0,0,redidlo,36.87714,979.047302,19.50934,13305.613281
0,480007249,48158,1722344747,,,,,0,1,1,0,0,redidlo,36.466637,978.606628,20.469742,27645.789062
2,480026197,48174,1722344747,,,,,0,1,1,0,0,redidlo,36.81414,978.627869,19.52636,45861.699219
1,479990353,48318,1722344748,,,,,0,1,1,0,0,redidlo,36.718925,978.875061,20.327547,35281.148438
6,480008288,48323,1722344748,,,,,0,1,1,0,0,redidlo,36.956451,979.075378,19.924026,7171.671875
0,480007249,48438,1722344748,,,,,1,1,1,0,0,redidlo,36.022598,978.665283,20.387945,910020.0
2,480026197,48454,1722344748,,,,,1,1,1,0,0,redidlo,36.373356,978.669922,19.435802,1034082.3125
3,479999824,48466,1722344748,,,,,0,1,1,0,0,redidlo,36.830074,978.831604,19.360044,13439.731445
4,479999071,48470,1722344748,,,,,0,1,1,0,0,redidlo,37.345898,978.72699,19.297482,23725.671875
1,479990353,48598,1722344748,,,,,1,1,1,0,0,redidlo,36.231724,978.896912,20.253653,819855.875
6,480008288,48602,1722344748,,,,,1,1,1,0,0,redidlo,36.414864,979.108093,19.826141,133194.59375
5,480020830,48614,1722344748,,,,,0,1,1,0,0,redidlo,37.392433,979.1698,19.855789,21563.341797
7,480006511,48618,1722344748,,,,,0,1,1,0,0,redidlo,37.000492,979.015625,19.386108,13414.378906
3,479999824,48746,1722344748,,,,,1,1,1,0,0,redidlo,36.415417,978.881836,19.260969,306862.4375
4,479999071,48750,1722344748,,,,,1,1,1,0,0,redidlo,36.859001,978.741638,19.209332,613724.875
5,480020830,48894,1722344748,,,,,1,1,1,0,0,redidlo,36.895473,979.200439,19.771517,379821.96875
7,480006511,48898,1722344748,,,,,1,1,1,0,0,redidlo,36.492279,979.046692,19.286169,186656.9375
0,480007249,49838,1722344749,,,,,2,1,1,0,0,redidlo,35.127003,978.615662,20.245628,862315.8125
2,480026197,49854,1722344749,,,,,2,1,1,0,0,redidlo,35.434517,978.594055,19.262424,1002938.3125
1,479990353,49998,1722344749,,,,,2,1,1,0,0,redidlo,35.242249,978.856689,20.089991,800625.5
6,480008288,50002,1722344749,,,,,2,1,1,0,0,redidlo,35.46521,979.086792,19.681822,126015.257812
3,479999824,50146,1722344749,,,,,2,1,1,0,0,redidlo,35.544151,978.816772,19.118353,287964.0
4,479999071,50150,1722344749,,,,,2,1,1,0,0,redidlo,35.870239,978.732544,19.080004,570632.5
5,480020830,50294,1722344750,,,,,2,1,1,0,0,redidlo,35.939995,979.121643,19.627157,362606.21875
7,480006511,50299,1722344750,,,,,2,1,1,0,0,redidlo,35.557274,978.994446,19.139318,182857.140625
0,480007249,54038,1722344753,,,,,3,1,1,0,0,redidlo,34.999062,978.650818,20.373625,791344.6875
2,480026197,54054,1722344753,,,,,3,1,1,0,0,redidlo,35.235298,978.614685,19.421827,962632.1875
1,479990353,54198,1722344754,,,,,3,1,1,0,0,redidlo,35.018742,978.845825,20.274406,789058.0
6,480008288,54202,1722344754,,,,,3,1,1,0,0,redidlo,35.24102,979.10321,19.861258,115994.5625
3,479999824,54346,1722344754,,,,,3,1,1,0,0,redidlo,35.302273,978.843567,19.285439,263510.03125
4,479999071,54350,1722344754,,,,,3,1,1,0,0,redidlo,35.593086,978.756714,19.255966,521783.4375
5,480020830,54494,1722344754,,,,,3,1,1,0,0,redidlo,35.704327,979.148987,19.794609,346766.0
7,480006511,54498,1722344754,,,,,3,1,1,0,0,redidlo,35.332775,979.000427,19.621157,177901.328125
0,480007249,54738,1722344754,,,,,4,1,1,0,0,redidlo,35.65382,978.632812,20.500444,119822.140625
2,480026197,54754,1722344754,,,,,4,1,1,0,0,redidlo,35.902687,978.644592,19.521049,163735.203125
1,479990353,54898,1722344754,,,,,4,1,1,0,0,redidlo,35.72945,978.827881,20.472824,142897.015625
6,480008288,54902,1722344754,,,,,4,1,1,0,0,redidlo,35.971523,979.120544,19.955189,23885.052734
3,479999824,55046,1722344754,,,,,4,1,1,0,0,redidlo,35.956337,978.817383,19.347025,48174.632812
4,479999071,55051,1722344754,,,,,4,1,1,0,0,redidlo,36.299702,978.738159,19.352327,88215.023438
5,480020830,55195,1722344755,,,,,4,1,1,0,0,redidlo,36.370342,979.144836,19.858055,76235.851562
7,480006511,55200,1722344755,,,,,4,1,1,0,0,redidlo,36.02354,979.039734,19.361389,41370.394531
0,480007249,55438,1722344755,,,,,5,1,1,0,0,redidlo,35.874584,978.615356,20.420303,118244.804688
