Sensor Index,Sensor ID,Time Since PowerOn,Real time clock,Temperature,Pressure,Relative Humidity,Resistance Gassensor,Heater Profile Step Index,Scanning Mode Enabled,Scanning Cycle Index,Label Tag,Error Code,label
5,480020830,125798,1722344825,32.691948,968.871216,23.036924,34707.160156,2,1,1,0,0,normal
2,480026197,128726,1722344828,32.376511,968.255188,22.346729,151658.765625,3,1,1,0,0,normal
1,479990353,128856,1722344828,32.158379,968.583435,23.134186,109659.453125,3,1,1,0,0,normal
0,480007249,129272,1722344829,32.199436,968.219116,23.354147,156527.0625,3,1,1,0,0,normal
2,480026197,129426,1722344829,33.036415,968.240662,22.435114,38531.003906,4,1,1,0,0,normal
1,479990353,129556,1722344829,32.846466,968.532776,23.226133,29237.09375,4,1,1,0,0,normal
7,480006511,129700,1722344829,32.202194,968.723877,22.627335,16899.919922,3,1,1,0,0,normal
3,479999824,129850,1722344829,32.352879,968.456909,22.25514,71748.882812,3,1,1,0,0,normal
5,480020830,129858,1722344829,32.487026,968.857483,23.070055,34877.382812,3,1,1,0,0,normal
6,480008288,129862,1722344829,32.099926,969.039978,23.093718,31809.144531,3,1,1,0,0,normal
0,480007249,129972,1722344829,32.841637,968.218018,23.475359,33880.359375,4,1,1,0,0,normal
4,479999071,129994,1722344829,32.444603,968.299988,22.456202,82660.640625,3,1,1,0,0,normal
2,480026197,130126,1722344829,33.258045,968.216125,22.450636,38565.832031,5,1,1,0,0,normal
1,479990353,130256,1722344830,33.077503,968.555908,23.23213,29197.080078,5,1,1,0,0,normal
7,480006511,130400,1722344830,32.888,968.733887,22.728807,6591.143066,4,1,1,0,0,normal
0,480007249,130532,1722344830,33.052361,968.22699,23.469307,33773.085938,5,1,1,0,0,normal
3,479999824,130550,1722344830,32.999516,968.437012,22.326502,17467.248047,4,1,1,0,0,normal
4,479999071,130554,1722344830,33.143703,968.354065,22.483835,21262.458984,4,1,1,0,0,normal
5,480020830,130559,1722344830,33.153023,968.82373,23.160328,11527.37793,4,1,1,0,0,normal
6,480008288,130563,1722344830,32.807732,969.013733,23.197784,8669.737305,4,1,1,0,0,normal
2,480026197,130686,1722344830,33.370102,968.221008,22.352356,38357.804688,6,1,1,0,0,normal
1,479990353,130956,1722344830,33.180466,968.573975,23.202238,29418.525391,6,1,1,0,0,normal
7,480006511,130961,1722344830,33.102623,968.713745,22.733341,6632.124512,5,1,1,0,0,normal
0,480007249,131232,1722344831,33.152702,968.2724,23.423151,33799.839844,6,1,1,0,0,normal
3,479999824,131250,1722344831,33.231514,968.457153,22.34798,17410.228516,5,1,1,0,0,normal
4,479999071,131254,1722344831,33.393383,968.357117,22.517351,21199.072266,5,1,1,0,0,normal
5,480020830,131259,1722344831,33.391243,968.853333,23.17749,11602.610352,5,1,1,0,0,normal
6,480008288,131263,1722344831,33.04451,969.013,23.204142,8627.662109,5,1,1,0,0,normal
2,480026197,131386,1722344831,33.810875,968.266235,22.393848,12887.635742,7,1,1,0,0,normal
1,479990353,131656,1722344831,33.660122,968.551514,23.183531,9090.90918,7,1,1,0,0,normal
7,480006511,131660,1722344831,33.221039,968.747314,22.715086,6640.381836,6,1,1,0,0,normal
0,480007249,131932,1722344831,33.584187,968.25177,23.395729,9169.054688,7,1,1,0,0,normal
3,479999824,131950,1722344831,33.359856,968.445496,22.303909,17283.283203,6,1,1,0,0,normal
4,479999071,131954,1722344831,33.510735,968.380066,22.445698,21157.025391,6,1,1,0,0,normal
5,480020830,131959,1722344831,33.496265,968.854431,23.131845,11602.610352,6,1,1,0,0,normal
6,480008288,131963,1722344831,33.155342,969.01825,23.164013,8599.838867,6,1,1,0,0,normal
2,480026197,132086,1722344831,34.020054,968.273987,22.339472,13338.891602,8,1,1,0,0,normal
1,479990353,132356,1722344832,33.876091,968.539368,23.103079,9305.030273,8,1,1,0,0,normal
7,480006511,132360,1722344832,33.702095,968.745239,22.706551,5684.846191,7,1,1,0,0,normal
0,480007249,132632,1722344832,33.784874,968.217529,23.340797,9470.257812,8,1,1,0,0,normal
3,479999824,132650,1722344832,33.813988,968.441467,22.298489,5684.846191,7,1,1,0,0,normal
4,479999071,132654,1722344832,33.985126,968.357788,22.516405,6715.634766,7,1,1,0,0,normal
5,480020830,132659,1722344832,33.995766,968.858032,23.130627,5684.846191,7,1,1,0,0,normal
6,480008288,132663,1722344832,33.641491,969.050903,23.14558,5684.846191,7,1,1,0,0,normal
2,480026197,132797,1722344832,34.154526,968.261475,22.232056,13654.790039,9,1,1,0,0,normal
1,479990353,133067,1722344832,34.00668,968.56366,23.021805,9487.103516,9,1,1,0,0,normal
7,480006511,133071,1722344832,33.916721,968.76709,22.647116,5684.846191,8,1,1,0,0,normal
0,480007249,133343,1722344833,33.890236,968.238586,23.252192,9756.097656,9,1,1,0,0,normal
3,479999824,133361,1722344833,34.041054,968.453247,22.240051,5706.134277,8,1,1,0,0,normal
4,479999071,133365,1722344833,34.222324,968.364014,22.453131,6898.038574,8,1,1,0,0,normal
5,480020830,133370,1722344833,34.228863,968.877563,23.04092,5684.846191,8,1,1,0,0,normal
6,480008288,133374,1722344833,33.870716,969.063965,23.071161,5684.846191,8,1,1,0,0,normal
2,480026197,133659,1722344833,34.256626,968.285156,22.106499,14004.375977,0,1,1,0,0,normal
7,480006511,133782,1722344833,34.032669,968.748169,22.575344,5684.846191,9,1,1,0,0,normal
1,479990353,133938,1722344833,34.112156,968.555298,22.874767,9632.750977,0,1,1,0,0,normal
2,480026197,133943,1722344833,33.815853,968.332458,21.996422,158710.484375,1,1,1,0,0,normal
3,479999824,134077,1722344833,34.18914,968.47699,22.138939,5869.405762,9,1,1,0,0,normal
4,479999071,134092,1722344833,34.367138,968.359802,22.35133,7048.458008,9,1,1,0,0,normal
5,480020830,134107,1722344833,34.359505,968.87262,22.981098,5684.846191,9,1,1,0,0,normal
6,480008288,134123,1722344833,34.001701,969.061401,22.978964,5684.846191,9,1,1,0,0,normal
1,479990353,134127,1722344833,33.64254,968.605225,22.787979,113525.5,1,1,1,0,0,normal
0,480007249,134132,1722344833,33.985565,968.250732,23.152189,9910.188477,0,1,1,0,0,normal
0,480007249,134412,1722344834,33.536522,968.285767,23.066406,166612.4375,1,1,1,0,0,normal
7,480006511,134696,1722344834,34.143684,968.766479,22.428621,5684.846191,0,1,1,0,0,normal
3,479999824,134840,1722344834,34.19408,968.45459,22.001404,5944.640625,0,1,1,0,0,normal
5,480020830,134845,1722344834,34.441475,968.868408,22.816652,5684.846191,0,1,1,0,0,normal
7,480006511,134976,1722344834,33.642891,968.780518,22.345552,17381.857422,1,1,1,0,0,normal
4,479999071,134984,1722344834,34.486988,968.352478,22.338427,7220.216797,0,1,1,0,0,normal
6,480008288,134989,1722344834,34.130165,969.069641,22.817122,5684.846191,0,1,1,0,0,normal
3,479999824,135120,1722344834,33.809052,968.490295,21.88479,77341.390625,1,1,1,0,0,normal
5,480020830,135128,1722344834,33.952217,968.893433,22.739183,35784.175781,1,1,1,0,0,normal
2,480026197,135251,1722344835,32.896965,968.276062,21.838135,158415.84375,2,1,1,0,0,normal
4,479999071,135264,1722344835,33.997612,968.418579,22.123127,89323.101562,1,1,1,0,0,normal
6,480008288,135272,1722344835,33.588596,969.063171,22.725159,34261.242188,1,1,1,0,0,normal
1,479990353,135526,1722344835,32.685745,968.592712,22.592861,114209.234375,2,1,1,0,0,normal
0,480007249,135815,1722344835,32.655998,968.211121,22.886292,165803.109375,2,1,1,0,0,normal
7,480006511,136239,1722344836,32.742451,968.727966,22.171427,17553.482422,2,1,1,0,0,normal
3,479999824,136523,1722344836,32.932877,968.478577,21.750872,76509.265625,2,1,1,0,0,normal
4,479999071,136528,1722344836,33.043831,968.354675,21.940441,88581.3125,2,1,1,0,0,normal
5,480020830,136532,1722344836,33.063366,968.863037,22.554338,35844.300781,2,1,1,0,0,normal
6,480008288,136676,1722344836,32.656601,969.031921,22.542292,34096.964844,2,1,1,0,0,normal
2,480026197,139451,1722344839,32.705219,968.253113,21.988703,159006.21875,3,1,1,0,0,normal
1,479990353,139726,1722344839,32.484844,968.583557,22.774946,115289.351562,3,1,1,0,0,normal
0,480007249,140015,1722344839,32.518028,968.216675,23.020107,163109.265625,3,1,1,0,0,normal
2,480026197,140151,1722344839,33.360142,968.224182,22.076111,39677.621094,4,1,1,0,0,normal
1,479990353,140426,1722344840,33.170418,968.565125,22.844795,30534.351562,4,1,1,0,0,normal
7,480006511,140439,1722344840,32.572231,968.760742,22.276279,17655.171875,3,1,1,0,0,normal
0,480007249,140715,1722344840,33.170265,968.236023,23.114754,35222.894531,4,1,1,0,0,normal
3,479999824,140723,1722344840,32.668793,968.431335,21.875334,74897.601562,3,1,1,0,0,normal
4,479999071,140727,1722344840,32.794151,968.332886,22.087614,86603.515625,3,1,1,0,0,normal
5,480020830,140732,1722344840,32.853325,968.881775,22.703699,35874.441406,3,1,1,0,0,normal
2,480026197,140851,1722344840,33.596714,968.237854,22.07659,40012.503906,5,1,1,0,0,normal
6,480008288,140876,1722344840,32.43494,969.050781,22.707478,33507.851562,3,1,1,0,0,normal
1,479990353,140986,1722344840,33.403969,968.581238,22.893354,30534.351562,5,1,1,0,0,normal
7,480006511,141139,1722344840,33.248177,968.73053,22.371113,6827.39502,4,1,1,0,0,normal
0,480007249,141415,1722344841,33.391022,968.231689,23.130636,34934.496094,5,1,1,0,0,normal
3,479999824,141423,1722344841,33.317898,968.401672,21.98324,18058.691406,4,1,1,0,0,normal
4,479999071,141427,1722344841,33.498249,968.358154,22.210701,22030.980469,4,1,1,0,0,normal
5,480020830,141431,1722344841,33.521881,968.850586,22.793512,12125.805664,4,1,1,0,0,normal
2,480026197,141551,1722344841,33.703793,968.252075,22.057518,39312.039062,6,1,1,0,0,normal
6,480008288,141576,1722344841,33.152824,968.997803,22.816843,9044.658203,4,1,1,0,0,normal
1,479990353,141686,1722344841,33.511955,968.577087,22.853165,30490.708984,6,1,1,0,0,normal
7,480006511,141839,1722344841,33.455399,968.689636,22.380287,6871.376465,5,1,1,0,0,normal
0,480007249,142115,1722344841,33.488857,968.246399,23.07365,34877.382812,6,1,1,0,0,normal
3,479999824,142123,1722344841,33.572113,968.450684,21.99547,17922.150391,5,1,1,0,0,normal
4,479999071,142127,1722344841,33.725456,968.357727,22.199924,22076.578125,5,1,1,0,0,normal
5,480020830,142132,1722344841,33.747295,968.821411,22.788324,12167.300781,5,1,1,0,0,normal
2,480026197,142251,1722344842,34.137093,968.238647,22.045158,13174.145508,7,1,1,0,0,normal
6,480008288,142276,1722344842,33.394638,969.015198,22.839378,8938.547852,5,1,1,0,0,normal
1,479990353,142386,1722344842,33.994125,968.549011,22.839682,9321.292969,7,1,1,0,0,normal
7,480006511,142539,1722344842,33.566414,968.717529,22.334885,6853.71582,6,1,1,0,0,normal
0,480007249,142675,1722344842,33.922852,968.239807,23.051512,9288.824219,7,1,1,0,0,normal
3,479999824,142823,1722344842,33.685646,968.440918,21.955669,17832.265625,6,1,1,0,0,normal
4,479999071,142827,1722344842,33.857788,968.365051,22.171904,21940.349609,6,1,1,0,0,normal
5,480020830,142832,1722344842,33.852318,968.822388,22.758627,12188.154297,6,1,1,0,0,normal
2,480026197,142951,1722344842,34.348763,968.246643,21.959106,13628.620117,8,1,1,0,0,normal
6,480008288,142976,1722344842,33.507988,969.019958,22.804771,8916.132812,6,1,1,0,0,normal
1,479990353,143086,1722344842,34.212608,968.552917,22.770069,9520.975586,8,1,1,0,0,normal
7,480006511,143239,1722344843,34.04007,968.761047,22.320169,5684.846191,7,1,1,0,0,normal
0,480007249,143375,1722344843,34.118523,968.241943,22.996195,9685.230469,8,1,1,0,0,normal
3,479999824,143523,1722344843,34.134846,968.454956,21.960207,5684.846191,7,1,1,0,0,normal
4,479999071,143527,1722344843,34.334679,968.368164,22.162569,6893.580566,7,1,1,0,0,normal
5,480020830,143532,1722344843,34.351818,968.863098,22.751738,5684.846191,7,1,1,0,0,normal
6,480008288,143536,1722344843,34.001701,969.068665,22.765224,5684.846191,7,1,1,0,0,normal
2,480026197,143662,1722344843,34.468296,968.252258,21.909079,14134.275391,9,1,1,0,0,normal
1,479990353,143797,1722344843,34.343193,968.589417,22.667561,9694.032227,9,1,1,0,0,normal
7,480006511,143948,1722344843,34.252232,968.769714,22.106281,5684.846191,8,1,1,0,0,normal
0,480007249,144097,1722344843,34.228905,968.242004,22.918713,9937.888672,9,1,1,0,0,normal
3,479999824,144241,1722344844,34.371784,968.469299,21.923601,5862.953613,8,1,1,0,0,normal
4,479999071,144246,1722344844,34.574375,968.329529,22.083452,7090.626953,8,1,1,0,0,normal
5,480020830,144251,1722344844,34.577236,968.890686,22.672129,5684.846191,8,1,1,0,0,normal
6,480008288,144256,1722344844,34.225883,969.055847,22.690428,5684.846191,8,1,1,0,0,normal
2,480026197,144394,1722344844,34.523079,968.24176,21.753941,14171.833008,0,1,1,0,0,normal
7,480006511,144680,1722344844,34.373116,968.784119,22.189169,5684.846191,9,1,1,0,0,normal
2,480026197,144685,1722344844,34.10223,968.295288,21.682768,162642.953125,1,1,1,0,0,normal
1,479990353,144689,1722344844,34.443649,968.576538,22.562933,9828.009766,0,1,1,0,0,normal
3,479999824,144952,1722344844,34.510002,968.472351,21.795399,5977.956055,9,1,1,0,0,normal
4,479999071,144967,1722344844,34.721687,968.335999,21.981924,7230.004395,9,1,1,0,0,normal
5,480020830,144983,1722344844,34.720684,968.897217,22.560101,5684.846191,9,1,1,0,0,normal
1,479990353,144988,1722344844,33.961479,968.596619,22.475677,119486.578125,1,1,1,0,0,normal
6,480008288,145003,1722344844,34.356869,969.082458,22.614334,5684.846191,9,1,1,0,0,normal
0,480007249,145007,1722344844,34.316704,968.253174,22.828959,10204.082031,0,1,1,0,0,normal
0,480007249,145286,1722344845,33.867661,968.263672,22.770227,173031.421875,1,1,1,0,0,normal
7,480006511,145431,1722344845,34.417519,968.776611,22.080574,5684.846191,0,1,1,0,0,normal
7,480006511,145711,1722344845,33.93399,968.774536,21.988604,17892.087891,1,1,1,0,0,normal
3,479999824,145716,1722344845,34.512466,968.474487,21.657951,6094.077148,0,1,1,0,0,normal
4,479999071,145720,1722344845,34.724186,968.330444,21.849125,7334.402832,0,1,1,0,0,normal
5,480020830,145863,1722344845,34.853886,968.888489,22.457998,5684.846191,0,1,1,0,0,normal
6,480008288,145868,1722344845,34.465183,969.086914,22.419312,5684.846191,0,1,1,0,0,normal
3,479999824,145995,1722344845,34.127441,968.486023,21.568232,80477.835938,1,1,1,0,0,normal
4,479999071,146000,1722344845,34.284744,968.412109,21.765741,91526.632812,1,1,1,0,0,normal
2,480026197,146106,1722344845,33.200768,968.23645,21.494894,163421.640625,2,1,1,0,0,normal
5,480020830,146144,1722344845,34.367188,968.883972,22.349373,37481.699219,1,1,1,0,0,normal
6,480008288,146148,1722344845,33.895905,969.099121,22.368605,36025.894531,1,1,1,0,0,normal
1,479990353,146250,1722344846,32.992119,968.553284,22.264696,118903.851562,2,1,1,0,0,normal
0,480007249,146546,1722344846,32.962048,968.254272,22.541325,171466.84375,2,1,1,0,0,normal
7,480006511,147111,1722344846,33.070553,968.741516,21.812712,18012.947266,2,1,1,0,0,normal
3,479999824,147395,1722344847,33.243858,968.467407,21.402996,79950.03125,2,1,1,0,0,normal
4,479999071,147399,1722344847,33.35593,968.36731,21.591097,91135.632812,2,1,1,0,0,normal
5,480020830,147544,1722344847,33.434788,968.861389,22.178385,37481.699219,2,1,1,0,0,normal
6,480008288,147549,1722344847,32.994133,969.021667,22.167627,35368.886719,2,1,1,0,0,normal
2,480026197,150166,1722344850,33.023964,968.22406,21.667398,161718.25,3,1,1,0,0,normal
1,479990353,150450,1722344850,32.766106,968.541565,22.466013,119990.625,3,1,1,0,0,normal
0,480007249,150746,1722344850,32.791466,968.224609,22.699228,170269.375,3,1,1,0,0,normal
2,480026197,150866,1722344850,33.67889,968.218811,21.738396,40201.003906,4,1,1,0,0,normal
1,479990353,151150,1722344851,33.456707,968.548035,22.567541,31434.185547,4,1,1,0,0,normal
7,480006511,151311,1722344851,32.910202,968.737549,21.949905,18089.316406,3,1,1,0,0,normal
0,480007249,151446,1722344851,33.433666,968.231018,22.760654,36240.089844,4,1,1,0,0,normal
2,480026197,151566,1722344851,33.915462,968.258545,21.765148,40125.390625,5,1,1,0,0,normal
3,479999824,151595,1722344851,32.992111,968.459106,21.554562,77481.84375,3,1,1,0,0,normal
4,479999071,151599,1722344851,33.083778,968.34082,21.747208,89043.476562,3,1,1,0,0,normal
6,480008288,151608,1722344851,32.777508,969.040894,22.375446,34820.457031,3,1,1,0,0,normal
5,480020830,151744,1722344851,33.196568,968.826477,22.315052,37647.058594,3,1,1,0,0,normal
1,479990353,151850,1722344851,33.695278,968.568237,22.866249,31387.935547,5,1,1,0,0,normal
7,480006511,152011,1722344851,33.583683,968.71936,22.091736,6983.849609,4,1,1,0,0,normal
0,480007249,152146,1722344851,33.646904,968.239929,22.903671,35995.5,5,1,1,0,0,normal
2,480026197,152266,1722344852,34.022545,968.272644,21.730185,39900.25,6,1,1,0,0,normal
3,479999824,152295,1722344852,33.646156,968.427307,21.672773,18577.648438,4,1,1,0,0,normal
4,479999071,152299,1722344852,33.782883,968.343018,21.853317,22495.605469,4,1,1,0,0,normal
6,480008288,152308,1722344852,33.495396,968.996155,22.468204,9248.554688,4,1,1,0,0,normal
5,480020830,152444,1722344852,33.854881,968.802612,22.414038,12613.323242,4,1,1,0,0,normal
1,479990353,152550,1722344852,33.795731,968.546753,22.538353,31597.136719,6,1,1,0,0,normal
7,480006511,152711,1722344852,33.805706,968.720825,22.048727,6983.849609,5,1,1,0,0,normal
0,480007249,152846,1722344852,33.737209,968.237183,22.739639,35814.214844,6,1,1,0,0,normal
2,480026197,152966,1722344852,34.448372,968.232422,21.717049,13499.261719,7,1,1,0,0,normal
3,479999824,152995,1722344852,33.888031,968.430359,21.65229,18417.265625,5,1,1,0,0,normal
4,479999071,152999,1722344852,34.027573,968.351135,21.854218,22377.623047,5,1,1,0,0,normal
6,480008288,153008,1722344852,33.727135,969.029663,22.479177,9200.69043,5,1,1,0,0,normal
5,480020830,153144,1722344852,34.090542,968.842346,22.425316,12628.255859,5,1,1,0,0,normal
1,479990353,153250,1722344853,34.275391,968.565552,22.545689,9546.539062,7,1,1,0,0,normal
7,480006511,153411,1722344853,33.909321,968.737427,21.928535,6983.849609,6,1,1,0,0,normal
0,480007249,153546,1722344853,34.17622,968.243286,22.770914,9598.080078,7,1,1,0,0,normal
2,480026197,153666,1722344853,34.667519,968.230896,21.636826,13796.077148,8,1,1,0,0,normal
3,479999824,153695,1722344853,34.001564,968.4328,21.633615,18244.013672,6,1,1,0,0,normal
4,479999071,153699,1722344853,34.137428,968.34613,21.808693,22260.869141,6,1,1,0,0,normal
6,480008288,153708,1722344853,33.843006,969.036255,22.434088,9129.814453,6,1,1,0,0,normal
5,480020830,153844,1722344853,34.195564,968.832153,22.390306,12628.255859,6,1,1,0,0,normal
1,479990353,153950,1722344853,34.493874,968.562012,22.460112,9756.097656,8,1,1,0,0,normal
7,480006511,154111,1722344853,34.390381,968.754272,22.046795,5684.846191,7,1,1,0,0,normal
0,480007249,154246,1722344854,34.369389,968.250061,22.65144,9900.990234,8,1,1,0,0,normal
2,480026197,154377,1722344854,34.7995,968.261841,21.561199,14285.713867,9,1,1,0,0,normal
3,479999824,154395,1722344854,34.4557,968.439636,21.632906,5743.000488,7,1,1,0,0,normal
4,479999071,154399,1722344854,34.611828,968.319092,21.820112,7016.005371,7,1,1,0,0,normal
6,480008288,154408,1722344854,34.344276,969.08606,22.426773,5684.846191,7,1,1,0,0,normal
5,480020830,154544,1722344854,34.695068,968.879578,22.367153,5684.846191,7,1,1,0,0,normal
1,479990353,154672,1722344854,34.626976,968.593445,22.405714,9947.155273,9,1,1,0,0,normal
7,480006511,154677,1722344854,34.602543,968.766235,21.939293,5684.846191,8,1,1,0,0,normal
0,480007249,154827,1722344854,34.477257,968.267639,22.579189,10145.84668,9,1,1,0,0,normal
3,479999824,155112,1722344854,34.692642,968.453735,21.56448,5944.640625,8,1,1,0,0,normal
4,479999071,155117,1722344854,34.846531,968.317139,21.735325,7210.455078,8,1,1,0,0,normal
5,480020830,155121,1722344854,34.920486,968.881531,22.308762,5684.846191,8,1,1,0,0,normal
6,480008288,155125,1722344854,34.560905,969.072632,22.372751,5684.846191,8,1,1,0,0,normal
2,480026197,155271,1722344855,34.894127,968.285522,21.377321,14558.689453,0,1,1,0,0,normal
7,480006511,155402,1722344855,34.720959,968.773132,21.857176,5684.846191,9,1,1,0,0,normal
1,479990353,155409,1722344855,34.654598,968.576904,22.237633,9993.753906,0,1,1,0,0,normal
2,480026197,155414,1722344855,34.455845,968.299255,21.242146,171123.0,1,1,1,0,0,normal
4,479999071,155698,1722344855,34.983856,968.33313,21.643835,7395.424316,9,1,1,0,0,normal
1,479990353,155704,1722344855,34.20005,968.594971,22.163399,121011.578125,1,1,1,0,0,normal
0,480007249,155708,1722344855,34.555027,968.207581,22.488844,10352.636719,0,1,1,0,0,normal
3,479999824,155837,1722344855,34.840729,968.461243,21.474106,6125.574219,9,1,1,0,0,normal
5,480020830,155853,1722344855,35.051125,968.888794,22.227776,5684.846191,9,1,1,0,0,normal
6,480008288,155869,1722344855,34.684334,969.049377,22.226919,5684.846191,9,1,1,0,0,normal
0,480007249,156013,1722344855,34.113506,968.30011,22.393858,179964.84375,1,1,1,0,0,normal
7,480006511,156300,1722344856,34.827038,968.802246,21.747683,5684.846191,0,1,1,0,0,normal
4,479999071,156578,1722344856,35.108696,968.360596,21.514341,7547.169922,0,1,1,0,0,normal
3,479999824,156583,1722344856,34.867882,968.476624,21.349127,6225.681152,0,1,1,0,0,normal
7,480006511,156587,1722344856,34.31144,968.79187,21.659273,18691.587891,1,1,1,0,0,normal
6,480008288,156592,1722344856,34.764938,969.031433,22.147371,5684.846191,0,1,1,0,0,normal
5,480020830,156730,1722344856,35.166397,968.895386,22.103306,5684.846191,0,1,1,0,0,normal
2,480026197,156857,1722344856,33.504574,968.207214,21.16263,171812.078125,2,1,1,0,0,normal
4,479999071,156862,1722344856,34.626808,968.366638,21.412613,97784.570312,1,1,1,0,0,normal
3,479999824,156866,1722344856,34.448296,968.500916,21.252184,83306.21875,1,1,1,0,0,normal
6,480008288,156874,1722344856,34.188103,969.070312,22.032751,36866.359375,1,1,1,0,0,normal
5,480020830,157011,1722344856,34.666893,968.886841,22.015509,38988.730469,1,1,1,0,0,normal
1,479990353,157117,1722344856,33.258316,968.561157,22.156187,122576.007812,2,1,1,0,0,normal
0,480007249,157413,1722344857,33.202873,968.240906,22.197592,178086.953125,2,1,1,0,0,normal
7,480006511,157990,1722344857,33.415928,968.706543,21.355379,18790.369141,2,1,1,0,0,normal
4,479999071,158261,1722344858,33.643063,968.367249,21.245836,97505.234375,2,1,1,0,0,normal
3,479999824,158266,1722344858,33.557304,968.410156,21.076773,82341.585938,2,1,1,0,0,normal
6,480008288,158275,1722344858,33.288845,969.010376,21.869982,36332.671875,2,1,1,0,0,normal
5,480020830,158414,1722344858,33.737049,968.822571,21.835085,38846.738281,2,1,1,0,0,normal
2,480026197,161057,1722344860,33.305359,968.213196,21.307117,171639.296875,3,1,1,0,0,normal
1,479990353,161317,1722344861,33.037323,968.555908,22.1779,122224.875,3,1,1,0,0,normal
0,480007249,161473,1722344861,33.037308,968.238953,22.382145,176247.84375,3,1,1,0,0,normal
2,480026197,161757,1722344861,33.965267,968.259583,21.420004,41898.527344,4,1,1,0,0,normal
1,479990353,161877,1722344861,33.727928,968.549133,22.278885,31952.072266,4,1,1,0,0,normal
7,480006511,162050,1722344861,33.223503,968.732483,21.611649,18873.488281,3,1,1,0,0,normal
0,480007249,162173,1722344862,33.687038,968.238586,22.459517,37122.96875,4,1,1,0,0,normal
2,480026197,162317,1722344862,34.201839,968.263733,21.420176,41693.8125,5,1,1,0,0,normal
4,479999071,162461,1722344862,33.390888,968.35907,21.403166,95754.625,3,1,1,0,0,normal
3,479999824,162466,1722344862,33.275944,968.425232,21.236769,80477.835938,3,1,1,0,0,normal
5,480020830,162474,1722344862,33.516758,968.859436,22.046764,38846.738281,3,1,1,0,0,normal
6,480008288,162478,1722344862,33.062141,969.009583,22.034498,35694.367188,3,1,1,0,0,normal
1,479990353,162577,1722344862,33.956455,968.53186,22.294865,32024.017578,5,1,1,0,0,normal
7,480006511,162750,1722344862,33.90192,968.711365,21.710726,7181.328613,4,1,1,0,0,normal
0,480007249,162873,1722344862,33.902779,968.240295,22.464073,36866.359375,5,1,1,0,0,normal
2,480026197,163017,1722344862,34.306431,968.245239,21.379761,41491.085938,6,1,1,0,0,normal
4,479999071,163161,1722344863,34.0825,968.356995,21.529263,23686.158203,4,1,1,0,0,normal
3,479999824,163166,1722344863,33.929989,968.426208,21.328001,18991.097656,4,1,1,0,0,normal
5,480020830,163174,1722344863,34.175072,968.820129,22.081821,12903.225586,4,1,1,0,0,normal
6,480008288,163178,1722344863,33.78759,969.028259,22.143045,9395.18457,4,1,1,0,0,normal
1,479990353,163277,1722344863,34.064442,968.557556,22.254683,31976.017578,6,1,1,0,0,normal
7,480006511,163450,1722344863,34.11161,968.723816,21.709179,7205.584473,5,1,1,0,0,normal
0,480007249,163573,1722344863,33.990582,968.22998,22.411785,36898.242188,6,1,1,0,0,normal
2,480026197,163717,1722344863,34.739735,968.250122,21.372133,13698.629883,7,1,1,0,0,normal
4,479999071,163861,1722344863,34.324692,968.37207,21.524538,23712.486328,5,1,1,0,0,normal
3,479999824,163865,1722344863,34.179268,968.47052,21.328976,18923.712891,5,1,1,0,0,normal
5,480020830,163874,1722344863,34.403053,968.833557,22.092388,12958.088867,5,1,1,0,0,normal
6,480008288,163878,1722344863,34.02689,969.052429,22.138441,9362.200195,5,1,1,0,0,normal
1,479990353,163977,1722344863,34.539078,968.562622,22.240152,9650.180664,7,1,1,0,0,normal
7,480006511,164150,1722344864,34.220161,968.742065,21.684816,7205.584473,6,1,1,0,0,normal
0,480007249,164273,1722344864,34.42458,968.231384,22.415762,9756.097656,7,1,1,0,0,normal
2,480026197,164417,1722344864,34.951405,968.266479,21.317808,14115.571289,8,1,1,0,0,normal
4,479999071,164421,1722344864,34.442043,968.368591,21.511326,23568.404297,6,1,1,0,0,normal
3,479999824,164565,1722344864,34.297741,968.450195,21.310595,18724.400391,6,1,1,0,0,normal
5,480020830,164574,1722344864,34.510635,968.834534,22.020521,12997.5625,6,1,1,0,0,normal
6,480008288,164578,1722344864,34.127647,969.027466,22.108246,9296.919922,6,1,1,0,0,normal
1,479990353,164677,1722344864,34.760075,968.568176,22.170689,9900.990234,8,1,1,0,0,normal
7,480006511,164850,1722344864,34.696289,968.767639,21.664417,5684.846191,7,1,1,0,0,normal
0,480007249,164973,1722344864,34.620251,968.208008,22.381681,10021.922852,8,1,1,0,0,normal
2,480026197,165128,1722344864,35.070938,968.254089,21.220274,14509.181641,9,1,1,0,0,normal
4,479999071,165132,1722344864,34.911446,968.326294,21.495577,7210.455078,7,1,1,0,0,normal
3,479999824,165276,1722344865,34.744473,968.471924,21.319653,5901.881348,7,1,1,0,0,normal
5,480020830,165281,1722344865,35.015266,968.874207,22.045063,5684.846191,7,1,1,0,0,normal
6,480008288,165286,1722344865,34.633953,969.052856,22.042465,5684.846191,7,1,1,0,0,normal
1,479990353,165388,1722344865,34.893177,968.588806,22.084455,10088.272461,9,1,1,0,0,normal
7,480006511,165560,1722344865,34.905983,968.779358,21.615147,5684.846191,8,1,1,0,0,normal
0,480007249,165684,1722344865,34.728127,968.211243,22.277569,10312.600586,9,1,1,0,0,normal
4,479999071,165832,1722344865,35.153641,968.342407,21.411301,7405.693359,8,1,1,0,0,normal
