Sensor Index,Sensor ID,Time Since PowerOn,Real time clock,Temperature,Pressure,Relative Humidity,Resistance Gassensor,Heater Profile Step Index,Scanning Mode Enabled,Scanning Cycle Index,Label Tag,Error Code,label
5,480020830,477349,1722345177,38.575916,968.831055,17.310688,63760.898438,3,1,1,0,0,normal
2,480026197,477593,1722345177,39.421535,968.237183,17.145933,17967.433594,8,1,1,0,0,normal
7,480006511,477761,1722345177,39.030907,968.703247,17.092756,10382.868164,6,1,1,0,0,normal
3,479999824,477765,1722345177,38.370247,968.388794,17.132416,26930.359375,4,1,1,0,0,normal
0,480007249,477880,1722345177,38.907639,968.222351,18.152933,13380.723633,9,1,1,0,0,normal
1,479990353,477885,1722345177,38.926456,968.525146,18.19709,13439.731445,8,1,1,0,0,normal
6,480008288,477893,1722345177,39.014507,968.952637,17.547699,12958.088867,6,1,1,0,0,normal
4,479999071,478037,1722345177,39.383396,968.304871,16.960089,33534.1875,6,1,1,0,0,normal
5,480020830,478050,1722345177,39.254757,968.810425,17.432381,18577.648438,4,1,1,0,0,normal
2,480026197,478315,1722345178,39.533604,968.233643,17.048988,18577.648438,9,1,1,0,0,normal
7,480006511,478462,1722345178,39.514458,968.746765,17.104815,5684.846191,7,1,1,0,0,normal
3,479999824,478466,1722345178,38.614601,968.392334,17.151484,26611.226562,5,1,1,0,0,normal
1,479990353,478610,1722345178,39.036961,968.515198,18.141342,13716.245117,9,1,1,0,0,normal
6,480008288,478614,1722345178,39.508247,968.989746,17.55056,5684.846191,7,1,1,0,0,normal
4,479999071,478758,1722345178,39.875298,968.28241,16.962105,9478.672852,7,1,1,0,0,normal
0,480007249,478763,1722345178,38.992935,968.224121,18.064417,13689.839844,0,1,1,0,0,normal
5,480020830,478768,1722345178,39.487873,968.81543,17.425259,18561.484375,5,1,1,0,0,normal
0,480007249,479043,1722345178,38.523796,968.257629,17.984482,294676.25,1,1,1,0,0,normal
2,480026197,479052,1722345178,39.553528,968.235229,16.957165,18658.892578,0,1,1,0,0,normal
7,480006511,479182,1722345179,39.706898,968.74707,17.038124,5684.846191,8,1,1,0,0,normal
3,479999824,479187,1722345179,38.728142,968.394043,17.127001,26446.28125,6,1,1,0,0,normal
6,480008288,479314,1722345179,39.717331,968.993652,17.47963,5684.846191,8,1,1,0,0,normal
2,480026197,479332,1722345179,39.115219,968.256409,16.870506,274973.15625,1,1,1,0,0,normal
4,479999071,479458,1722345179,40.092537,968.296753,16.912247,9729.401367,8,1,1,0,0,normal
5,480020830,479471,1722345179,39.59034,968.837585,17.410542,18545.349609,6,1,1,0,0,normal
1,479990353,479476,1722345179,39.124859,968.52832,18.011488,13822.894531,0,1,1,0,0,normal
1,479990353,479756,1722345179,38.57737,968.536072,17.937382,207203.5625,1,1,1,0,0,normal
6,480008288,479885,1722345179,39.825649,968.956543,17.418394,5684.846191,9,1,1,0,0,normal
7,480006511,479901,1722345179,39.810516,968.753601,16.961184,5684.846191,9,1,1,0,0,normal
3,479999824,479906,1722345179,39.179832,968.400391,17.328527,7452.258789,7,1,1,0,0,normal
4,479999071,480180,1722345180,40.224876,968.302429,16.831642,9928.637695,9,1,1,0,0,normal
5,480020830,480190,1722345180,40.10268,968.868347,17.414492,6214.798828,7,1,1,0,0,normal
0,480007249,480465,1722345180,37.575493,968.183716,17.892115,291904.21875,2,1,1,0,0,normal
3,479999824,480609,1722345180,39.414314,968.428894,17.006054,7694.157227,8,1,1,0,0,normal
2,480026197,480755,1722345180,38.116585,968.215515,16.758011,274089.9375,2,1,1,0,0,normal
6,480008288,480759,1722345180,39.911301,968.966248,17.324684,5684.846191,0,1,1,0,0,normal
7,480006511,480764,1722345180,39.901802,968.760315,16.868036,5684.846191,0,1,1,0,0,normal
5,480020830,480893,1722345180,40.32555,968.855835,17.386078,6389.776367,8,1,1,0,0,normal
1,479990353,481037,1722345180,37.57029,968.511475,17.821053,207581.59375,2,1,1,0,0,normal
6,480008288,481042,1722345180,39.341988,969.009033,17.245148,58354.226562,1,1,1,0,0,normal
7,480006511,481047,1722345180,39.363964,968.765808,16.811871,31411.042969,1,1,1,0,0,normal
4,479999071,481051,1722345180,40.332249,968.326233,16.759989,10107.390625,0,1,1,0,0,normal
3,479999824,481320,1722345181,39.522923,968.406677,17.001896,7940.446777,9,1,1,0,0,normal
4,479999071,481330,1722345181,39.787907,968.356323,16.662178,162798.09375,1,1,1,0,0,normal
5,480020830,481615,1722345181,40.461323,968.860229,17.352581,6522.625488,9,1,1,0,0,normal
3,479999824,482043,1722345181,39.569817,968.414612,16.890991,8078.768066,0,1,1,0,0,normal
3,479999824,482323,1722345182,39.125526,968.459717,16.829865,137931.03125,1,1,1,0,0,normal
5,480020830,482327,1722345182,40.520241,968.853088,17.195644,6554.690918,0,1,1,0,0,normal
6,480008288,482461,1722345182,38.314209,968.922546,17.144985,58155.382812,2,1,1,0,0,normal
7,480006511,482466,1722345182,38.377121,968.688721,16.689718,31387.935547,2,1,1,0,0,normal
4,479999071,482609,1722345182,38.766647,968.341858,16.538385,161107.609375,2,1,1,0,0,normal
5,480020830,482614,1722345182,39.992527,968.908325,17.118811,64875.824219,1,1,1,0,0,normal
3,479999824,483733,1722345183,38.116016,968.403625,16.701502,136496.9375,2,1,1,0,0,normal
5,480020830,484017,1722345183,39.003716,968.819092,17.016075,65073.714844,2,1,1,0,0,normal
0,480007249,484525,1722345184,37.347195,968.189209,18.127174,286513.71875,3,1,1,0,0,normal
2,480026197,484840,1722345184,37.840157,968.192139,17.04575,272993.875,3,1,1,0,0,normal
0,480007249,485225,1722345185,38.014519,968.202148,18.192934,53156.144531,4,1,1,0,0,normal
1,479990353,485261,1722345185,37.271431,968.531921,18.098158,208341.8125,3,1,1,0,0,normal
2,480026197,485544,1722345185,38.522514,968.234924,17.156549,58314.351562,4,1,1,0,0,normal
0,480007249,485925,1722345185,38.217731,968.212646,18.194721,52761.746094,5,1,1,0,0,normal
1,479990353,485961,1722345185,37.979649,968.513245,18.20256,46715.328125,4,1,1,0,0,normal
2,480026197,486245,1722345186,38.759098,968.220154,17.154566,58155.382812,5,1,1,0,0,normal
6,480008288,486529,1722345186,37.971619,968.914917,17.404415,56387.664062,3,1,1,0,0,normal
0,480007249,486625,1722345186,38.300518,968.212585,18.142532,51990.25,6,1,1,0,0,normal
1,479990353,486660,1722345186,38.215721,968.498169,18.237484,46817.847656,5,1,1,0,0,normal
7,480006511,486673,1722345186,38.061333,968.686096,16.970755,31434.185547,3,1,1,0,0,normal
4,479999071,486817,1722345186,38.424568,968.313721,16.80797,157538.46875,3,1,1,0,0,normal
2,480026197,486945,1722345186,38.85622,968.235596,17.1343,57761.734375,6,1,1,0,0,normal
6,480008288,487229,1722345187,38.712219,968.923401,17.488628,13264.249023,4,1,1,0,0,normal
0,480007249,487325,1722345187,38.729515,968.206848,18.173447,12756.62793,7,1,1,0,0,normal
1,479990353,487361,1722345187,38.306133,968.494324,18.180609,46511.628906,6,1,1,0,0,normal
7,480006511,487373,1722345187,38.754585,968.663208,17.009886,10495.244141,4,1,1,0,0,normal
4,479999071,487517,1722345187,39.133701,968.289978,16.904589,34288.777344,4,1,1,0,0,normal
2,480026197,487645,1722345187,39.29702,968.211792,17.123312,17367.707031,7,1,1,0,0,normal
6,480008288,487929,1722345187,38.933895,968.927856,17.506691,13125.512695,5,1,1,0,0,normal
7,480006511,487934,1722345187,38.98156,968.695068,17.079607,10515.938477,5,1,1,0,0,normal
3,479999824,487941,1722345187,37.755653,968.404175,16.989569,132368.15625,3,1,1,0,0,normal
0,480007249,488025,1722345187,38.907639,968.198914,18.121719,13109.381836,8,1,1,0,0,normal
1,479990353,488060,1722345187,38.79335,968.494202,18.194279,13198.597656,7,1,1,0,0,normal
4,479999071,488217,1722345188,39.368416,968.309448,16.923018,33934.253906,5,1,1,0,0,normal
5,480020830,488225,1722345188,38.6502,968.821411,17.253172,64679.132812,3,1,1,0,0,normal
2,480026197,488345,1722345188,39.493755,968.230225,17.057049,18089.316406,8,1,1,0,0,normal
6,480008288,488629,1722345188,39.042213,968.945007,17.497425,12997.5625,6,1,1,0,0,normal
7,480006511,488633,1722345188,39.072845,968.679749,17.115835,10484.927734,6,1,1,0,0,normal
3,479999824,488641,1722345188,38.434418,968.355591,17.105139,27118.644531,4,1,1,0,0,normal
0,480007249,488736,1722345188,39.002972,968.214661,18.075418,13422.818359,9,1,1,0,0,normal
1,479990353,488760,1722345188,39.004311,968.511902,18.134182,13524.936523,8,1,1,0,0,normal
4,479999071,488917,1722345188,39.463299,968.298889,16.912859,33719.703125,6,1,1,0,0,normal
5,480020830,488925,1722345188,39.341854,968.792114,17.354837,18642.585938,4,1,1,0,0,normal
2,480026197,489056,1722345188,39.598354,968.221802,16.995853,18513.162109,9,1,1,0,0,normal
6,480008288,489340,1722345189,39.530918,968.952332,17.479153,5684.846191,7,1,1,0,0,normal
7,480006511,489345,1722345189,39.561333,968.745544,17.019482,5684.846191,7,1,1,0,0,normal
3,479999824,489349,1722345189,38.676308,968.394592,17.113733,26677.783203,5,1,1,0,0,normal
1,479990353,489471,1722345189,39.122349,968.535034,18.063293,13698.629883,9,1,1,0,0,normal
0,480007249,489580,1722345189,39.063183,968.225891,17.985424,13733.905273,0,1,1,0,0,normal
4,479999071,489624,1722345189,39.935226,968.284851,16.898148,9495.548828,7,1,1,0,0,normal
5,480020830,489635,1722345189,39.559601,968.809143,17.357111,18724.400391,5,1,1,0,0,normal
0,480007249,489860,1722345189,38.586517,968.229797,17.915543,296983.75,1,1,1,0,0,normal
2,480026197,489913,1722345189,39.688011,968.240906,16.892509,18873.488281,0,1,1,0,0,normal
6,480008288,490040,1722345189,39.745041,968.950439,17.439678,5684.846191,8,1,1,0,0,normal
7,480006511,490048,1722345189,39.761173,968.743835,16.984262,5684.846191,8,1,1,0,0,normal
3,479999824,490052,1722345189,38.797249,968.393494,17.069038,26495.548828,6,1,1,0,0,normal
2,480026197,490196,1722345190,39.222305,968.253967,16.814693,281550.71875,1,1,1,0,0,normal
1,479990353,490200,1722345190,39.134907,968.517456,17.960144,13822.894531,0,1,1,0,0,normal
4,479999071,490324,1722345190,40.159954,968.3078,16.827972,9782.941406,8,1,1,0,0,normal
5,480020830,490344,1722345190,39.669754,968.847717,17.353163,18675.226562,6,1,1,0,0,normal
1,479990353,490480,1722345190,38.645176,968.553589,17.894745,206952.296875,1,1,1,0,0,normal
6,480008288,490751,1722345190,39.865955,968.946594,17.373987,5684.846191,9,1,1,0,0,normal
7,480006511,490767,1722345190,39.86726,968.737061,16.907475,5684.846191,9,1,1,0,0,normal
3,479999824,490771,1722345190,39.258816,968.404053,17.074652,7515.265625,7,1,1,0,0,normal
4,479999071,491046,1722345190,40.284805,968.300903,16.772856,9993.753906,9,1,1,0,0,normal
5,480020830,491057,1722345190,40.166725,968.84137,17.345808,6284.367676,7,1,1,0,0,normal
0,480007249,491120,1722345191,37.63319,968.200378,17.823069,294676.25,2,1,1,0,0,normal
3,479999824,491471,1722345191,39.480961,968.419067,16.953049,7722.007812,8,1,1,0,0,normal
2,480026197,491615,1722345191,38.196274,968.226257,16.623835,279475.96875,2,1,1,0,0,normal
6,480008288,491621,1722345191,39.949085,968.9599,17.202303,5684.846191,0,1,1,0,0,normal
7,480006511,491626,1722345191,39.953609,968.756958,16.834751,5684.846191,0,1,1,0,0,normal
5,480020830,491760,1722345191,40.379345,968.824829,17.280569,6416.683594,8,1,1,0,0,normal
4,479999071,491765,1722345191,40.309776,968.299561,16.670702,10078.740234,0,1,1,0,0,normal
1,479990353,491899,1722345191,37.623028,968.500183,17.756983,206701.65625,2,1,1,0,0,normal
6,480008288,491904,1722345191,39.341988,968.97937,17.110495,59245.546875,1,1,1,0,0,normal
7,480006511,491909,1722345191,39.413307,968.755066,16.768169,31480.570312,1,1,1,0,0,normal
4,479999071,492048,1722345191,39.805382,968.325439,16.595978,162798.09375,1,1,1,0,0,normal
3,479999824,492182,1722345192,39.614246,968.389954,16.903822,7940.446777,9,1,1,0,0,normal
5,480020830,492479,1722345192,40.507431,968.856323,17.112219,6583.007812,9,1,1,0,0,normal
3,479999824,492904,1722345192,39.671017,968.395081,16.829628,8103.317383,0,1,1,0,0,normal
6,480008288,493183,1722345193,38.36459,968.936768,17.070404,58594.644531,2,1,1,0,0,normal
3,479999824,493188,1722345193,39.20945,968.437073,16.767614,139737.984375,1,1,1,0,0,normal
5,480020830,493193,1722345193,40.568913,968.84375,17.126089,6615.670898,0,1,1,0,0,normal
7,480006511,493332,1722345193,38.441265,968.670471,16.631533,31761.787109,2,1,1,0,0,normal
4,479999071,493471,1722345193,38.784126,968.331604,16.487858,160955.671875,2,1,1,0,0,normal
5,480020830,493476,1722345193,40.069378,968.883728,17.050985,65624.195312,1,1,1,0,0,normal
3,479999824,494587,1722345194,38.195,968.393433,16.654552,137708.453125,2,1,1,0,0,normal
5,480020830,494876,1722345194,39.031891,968.80542,16.925135,65473.144531,2,1,1,0,0,normal
0,480007249,495332,1722345195,37.369774,968.192261,18.055988,288939.0625,3,1,1,0,0,normal
2,480026197,495686,1722345195,37.904903,968.209167,16.967117,278563.65625,3,1,1,0,0,normal
0,480007249,496032,1722345195,38.027061,968.189514,18.121,53489.34375,4,1,1,0,0,normal
1,479990353,496110,1722345196,37.301567,968.520752,18.027515,206451.609375,3,1,1,0,0,normal
2,480026197,496386,1722345196,38.577297,968.232239,17.066864,59576.449219,4,1,1,0,0,normal
0,480007249,496732,1722345196,38.227764,968.215576,18.13818,53123.054688,5,1,1,0,0,normal
1,479990353,496810,1722345196,38.007275,968.506958,18.100491,46410.441406,4,1,1,0,0,normal
2,480026197,497086,1722345196,38.813885,968.242249,17.085457,59534.882812,5,1,1,0,0,normal
6,480008288,497383,1722345197,38.052227,968.914062,17.36252,57219.492188,3,1,1,0,0,normal
7,480006511,497395,1722345197,38.145214,968.691772,16.85697,31809.144531,3,1,1,0,0,normal
0,480007249,497432,1722345197,38.313061,968.235779,18.127701,52244.898438,6,1,1,0,0,normal
1,479990353,497510,1722345197,38.245857,968.501099,18.156237,46511.628906,5,1,1,0,0,normal
4,479999071,497671,1722345197,38.43705,968.311279,16.751955,156670.75,3,1,1,0,0,normal
2,480026197,497786,1722345197,38.901047,968.211487,17.03883,59369.203125,6,1,1,0,0,normal
0,480007249,497992,1722345197,38.729515,968.188721,18.116245,12802.560547,7,1,1,0,0,normal
6,480008288,498083,1722345197,38.792828,968.933411,17.467384,13256.006836,4,1,1,0,0,normal
7,480006511,498095,1722345197,38.853271,968.677612,16.968992,10547.132812,4,1,1,0,0,normal
1,479990353,498210,1722345198,38.338783,968.501221,18.265659,46410.441406,6,1,1,0,0,normal
4,479999071,498371,1722345198,39.14119,968.302551,16.863659,34399.355469,4,1,1,0,0,normal
2,480026197,498486,1722345198,39.334373,968.218323,17.058302,17524.644531,7,1,1,0,0,normal
0,480007249,498711,1722345198,38.902622,968.203674,18.069412,13231.341797,8,1,1,0,0,normal
6,480008288,498783,1722345198,39.022064,968.947021,17.454754,13190.436523,5,1,1,0,0,normal
3,479999824,498787,1722345198,37.832169,968.409851,16.932192,133611.6875,3,1,1,0,0,normal
7,480006511,498795,1722345198,39.065445,968.679993,16.970659,10568.03125,5,1,1,0,0,normal
1,479990353,498910,1722345198,38.818466,968.494507,18.138618,13239.552734,7,1,1,0,0,normal
4,479999071,499071,1722345198,39.380898,968.314331,16.887512,33988.316406,5,1,1,0,0,normal
5,480020830,499079,1722345198,38.691189,968.806763,17.183466,65372.828125,3,1,1,0,0,normal
2,480026197,499186,1722345199,39.531113,968.211792,16.981707,18120.044922,8,1,1,0,0,normal
0,480007249,499422,1722345199,38.990425,968.221985,18.007074,13542.107422,9,1,1,0,0,normal
6,480008288,499483,1722345199,39.122826,968.938171,17.445044,13109.381836,6,1,1,0,0,normal
3,479999824,499487,1722345199,38.503529,968.364136,17.011158,27432.490234,4,1,1,0,0,normal
7,480006511,499495,1722345199,39.151791,968.666565,16.954876,10641.835938,6,1,1,0,0,normal
1,479990353,499610,1722345199,39.034447,968.529053,18.00609,13542.107422,8,1,1,0,0,normal
4,479999071,499771,1722345199,39.48827,968.303284,16.852186,33826.636719,6,1,1,0,0,normal
5,480020830,499779,1722345199,39.387966,968.804565,17.300741,18856.806641,4,1,1,0,0,normal
2,480026197,499897,1722345199,39.638199,968.237488,17.060118,18561.484375,9,1,1,0,0,normal
1,479990353,500192,1722345200,39.142441,968.532898,18.007341,13796.077148,9,1,1,0,0,normal
6,480008288,500196,1722345200,39.611526,968.980652,17.437107,5684.846191,7,1,1,0,0,normal
3,479999824,500201,1722345200,38.747887,968.394043,17.030146,27153.160156,5,1,1,0,0,normal
7,480006511,500206,1722345200,39.645218,968.754456,16.967325,5684.846191,7,1,1,0,0,normal
0,480007249,500266,1722345200,39.04562,968.212891,17.927214,13822.894531,0,1,1,0,0,normal
4,479999071,500484,1722345200,39.980171,968.304749,16.890329,9478.672852,7,1,1,0,0,normal
5,480020830,500490,1722345200,39.621082,968.831299,17.288391,18906.943359,5,1,1,0,0,normal
0,480007249,500546,1722345200,38.553902,968.23999,17.851364,299590.40625,1,1,1,0,0,normal
2,480026197,500629,1722345200,39.717892,968.251465,16.811634,19041.951172,0,1,1,0,0,normal
6,480008288,500896,1722345200,39.825649,968.960266,17.382034,5684.846191,8,1,1,0,0,normal
3,479999824,500900,1722345200,38.863895,968.444275,16.990318,26727.917969,6,1,1,0,0,normal
7,480006511,500908,1722345200,39.84259,968.7453,16.916426,5684.846191,8,1,1,0,0,normal
2,480026197,500912,1722345200,39.259663,968.296143,16.744675,284128.75,1,1,1,0,0,normal
4,479999071,501044,1722345200,40.212391,968.312378,16.789492,9782.941406,8,1,1,0,0,normal
1,479990353,501057,1722345200,39.230339,968.558472,17.893133,14096.916016,0,1,1,0,0,normal
5,480020830,501196,1722345201,39.728672,968.849792,17.294603,18906.943359,6,1,1,0,0,normal
1,479990353,501340,1722345201,38.712986,968.544434,17.810646,210916.578125,1,1,1,0,0,normal
6,480008288,501607,1722345201,39.93145,968.941711,17.30508,5684.846191,9,1,1,0,0,normal
3,479999824,501611,1722345201,39.318054,968.405823,16.985104,7520.563965,7,1,1,0,0,normal
7,480006511,501627,1722345201,39.946209,968.736694,16.860199,5684.846191,9,1,1,0,0,normal
4,479999071,501766,1722345201,40.347229,968.30481,16.719398,10003.125977,9,1,1,0,0,normal
5,480020830,501912,1722345201,40.235889,968.867371,17.287771,6306.661621,7,1,1,0,0,normal
0,480007249,501951,1722345201,37.625664,968.206482,17.791594,295185.9375,2,1,1,0,0,normal
3,479999824,502311,1722345202,39.542667,968.422791,16.946226,7789.678711,8,1,1,0,0,normal
2,480026197,502331,1722345202,38.223671,968.229431,16.625349,284128.75,2,1,1,0,0,normal
6,480008288,502477,1722345202,40.037254,968.969421,17.202187,5684.846191,0,1,1,0,0,normal
7,480006511,502482,1722345202,40.035027,968.76593,16.901453,5684.846191,0,1,1,0,0,normal
5,480020830,502615,1722345202,40.466442,968.845886,17.259754,6463.34082,8,1,1,0,0,normal
4,479999071,502621,1722345202,40.447109,968.306702,16.626635,10126.582031,0,1,1,0,0,normal
1,479990353,502759,1722345202,37.658188,968.511169,17.697065,214225.9375,2,1,1,0,0,normal
6,480008288,502763,1722345202,39.46542,969.010742,17.122725,59701.492188,1,1,1,0,0,normal
7,480006511,502769,1722345202,39.46265,968.757568,16.708988,32217.46875,1,1,1,0,0,normal
4,479999071,502907,1722345202,39.935226,968.340759,16.546375,165803.109375,1,1,1,0,0,normal
3,479999824,503022,1722345202,39.671017,968.407532,16.870905,8024.072266,9,1,1,0,0,normal
5,480020830,503326,1722345203,40.607338,968.826782,17.174822,6599.298828,9,1,1,0,0,normal
3,479999824,503753,1722345203,39.725319,968.381958,16.760475,8177.868652,0,1,1,0,0,normal
3,479999824,504032,1722345203,39.251411,968.469421,16.697876,140543.515625,1,1,1,0,0,normal
7,480006511,504037,1722345203,38.510342,968.6745,16.573626,32024.017578,2,1,1,0,0,normal
5,480020830,504041,1722345203,40.707245,968.837219,17.051363,6661.115723,0,1,1,0,0,normal
6,480008288,504172,1722345204,38.440163,968.922852,16.992107,59369.203125,2,1,1,0,0,normal
4,479999071,504311,1722345204,38.876514,968.319519,16.446608,163578.28125,2,1,1,0,0,normal
5,480020830,504321,1722345204,40.184654,968.874756,16.985363,66858.1875,1,1,1,0,0,normal
3,479999824,505436,1722345205,38.259174,968.403015,16.576004,139737.984375,2,1,1,0,0,normal
5,480020830,505721,1722345205,39.157417,968.814148,16.875687,66701.40625,2,1,1,0,0,normal
0,480007249,506040,1722345205,37.397373,968.179688,18.000658,290909.09375,3,1,1,0,0,normal
2,480026197,506531,1722345206,37.94973,968.194275,16.91823,283656.5,3,1,1,0,0,normal
0,480007249,506740,1722345206,38.062187,968.172546,18.123096,53962.902344,4,1,1,0,0,normal
1,479990353,506830,1722345206,37.369377,968.481689,17.995321,212889.8125,3,1,1,0,0,normal
2,480026197,507231,1722345207,38.637066,968.196594,16.956894,60249.46875,4,1,1,0,0,normal
0,480007249,507440,1722345207,38.275429,968.227173,18.099482,53455.835938,5,1,1,0,0,normal
1,479990353,507530,1722345207,38.085129,968.511902,18.089577,48393.195312,4,1,1,0,0,normal
2,480026197,507931,1722345207,38.871162,968.23468,17.01651,59701.492188,5,1,1,0,0,normal
0,480007249,508140,1722345208,38.360725,968.218506,18.078611,52892.5625,6,1,1,0,0,normal
1,479990353,508230,1722345208,38.311157,968.511169,18.118629,48283.667969,5,1,1,0,0,normal
7,480006511,508240,1722345208,38.224159,968.718201,16.794443,32193.158203,3,1,1,0,0,normal
6,480008288,508375,1722345208,38.120243,968.924561,17.31473,57605.761719,3,1,1,0,0,normal
4,479999071,508514,1722345208,38.531937,968.297424,16.690235,160350.765625,3,1,1,0,0,normal
2,480026197,508631,1722345208,38.970776,968.211304,17.001528,59369.203125,6,1,1,0,0,normal
0,480007249,508840,1722345208,38.799763,968.228333,18.073658,12841.091797,7,1,1,0,0,normal
1,479990353,508930,1722345208,38.404079,968.496948,18.08267,48120.300781,6,1,1,0,0,normal
6,480008288,508938,1722345208,38.865883,968.926941,17.36797,13456.686523,4,1,1,0,0,normal
7,480006511,508943,1722345208,38.924816,968.674133,16.885263,10599.536133,4,1,1,0,0,normal
4,479999071,509214,1722345209,39.246063,968.306458,16.724886,34707.160156,4,1,1,0,0,normal
2,480026197,509331,1722345209,39.416557,968.232727,16.99069,17625.998047,7,1,1,0,0,normal
0,480007249,509540,1722345209,38.985409,968.210632,18.037968,13313.916992,8,1,1,0,0,normal
1,479990353,509630,1722345209,38.883762,968.506165,18.09058,13280.763672,7,1,1,0,0,normal
6,480008288,509638,1722345209,39.09008,968.942322,17.386106,13322.231445,5,1,1,0,0,normal
3,479999824,509642,1722345209,37.888939,968.408264,16.848032,134665.96875,3,1,1,0,0,normal
7,480006511,509646,1722345209,39.132057,968.69696,16.891775,10610.079102,5,1,1,0,0,normal
4,479999071,509774,1722345209,39.485771,968.312622,16.805502,34261.242188,5,1,1,0,0,normal
5,480020830,509930,1722345209,38.798779,968.794739,17.138155,66338.429688,3,1,1,0,0,normal
2,480026197,510031,1722345209,39.608315,968.225281,16.955109,18275.271484,8,1,1,0,0,normal
0,480007249,510261,1722345210,39.070709,968.214294,17.980673,13550.708984,9,1,1,0,0,normal
1,479990353,510330,1722345210,39.094723,968.522095,18.02527,13576.580078,8,1,1,0,0,normal
6,480008288,510338,1722345210,39.203438,968.938904,17.361555,13223.140625,6,1,1,0,0,normal
3,479999824,510342,1722345210,38.572639,968.390198,17.01507,27503.222656,4,1,1,0,0,normal
7,480006511,510347,1722345210,39.228275,968.707703,16.855879,10599.536133,6,1,1,0,0,normal
4,479999071,510474,1722345210,39.580654,968.296448,16.774639,33961.261719,6,1,1,0,0,normal
2,480026197,510602,1722345210,39.715401,968.222534,16.863092,18724.400391,9,1,1,0,0,normal
5,480020830,510630,1722345210,39.490433,968.795593,17.218954,19076.005859,4,1,1,0,0,normal
0,480007249,510965,1722345210,39.120884,968.211609,17.910902,13913.043945,0,1,1,0,0,normal
1,479990353,511041,1722345210,39.205227,968.522705,17.969528,13903.975586,9,1,1,0,0,normal
6,480008288,511046,1722345210,39.697178,968.982849,17.353815,5684.846191,7,1,1,0,0,normal
3,479999824,511051,1722345210,38.812061,968.405518,17.121464,27153.160156,5,1,1,0,0,normal
7,480006511,511055,1722345210,39.716766,968.739441,16.883436,5684.846191,7,1,1,0,0,normal
4,479999071,511185,1722345211,40.072563,968.282776,16.776434,9589.451172,7,1,1,0,0,normal
0,480007249,511248,1722345211,38.651745,968.254456,17.826021,301176.46875,1,1,1,0,0,normal
5,480020830,511338,1722345211,39.715862,968.822021,17.309351,19196.160156,5,1,1,0,0,normal
2,480026197,511482,1722345211,39.795097,968.181091,16.774712,19058.962891,0,1,1,0,0,normal
6,480008288,511749,1722345211,39.898705,968.936707,17.31357,5684.846191,8,1,1,0,0,normal
3,479999824,511754,1722345211,38.933006,968.407898,16.942684,26913.373047,6,1,1,0,0,normal
7,480006511,511758,1722345211,39.909203,968.73761,16.837416,5684.846191,8,1,1,0,0,normal
2,480026197,511763,1722345211,39.334373,968.275452,16.702507,285316.25,1,1,1,0,0,normal
4,479999071,511885,1722345211,40.289799,968.278198,16.726526,9864.365234,8,1,1,0,0,normal
1,479990353,511906,1722345211,39.285591,968.517029,17.813366,14171.833008,0,1,1,0,0,normal
5,480020830,512041,1722345211,39.823456,968.807739,17.207146,19161.675781,6,1,1,0,0,normal
1,479990353,512186,1722345212,38.75568,968.543823,17.761356,213155.703125,1,1,1,0,0,normal
6,480008288,512460,1722345212,40.022141,968.96051,17.237644,5684.846191,9,1,1,0,0,normal
3,479999824,512464,1722345212,39.392101,968.41272,16.937698,7568.590332,7,1,1,0,0,normal
7,480006511,512480,1722345212,40.020226,968.743896,16.791954,5684.846191,9,1,1,0,0,normal
4,479999071,512596,1722345212,40.417145,968.29718,16.64566,10069.225586,9,1,1,0,0,normal
0,480007249,512658,1722345212,37.705944,968.184875,17.739408,296725.59375,2,1,1,0,0,normal
5,480020830,512763,1722345212,40.32299,968.839417,17.210106,6347.946777,7,1,1,0,0,normal
3,479999824,513164,1722345213,39.616714,968.404419,16.893639,7823.960938,8,1,1,0,0,normal
2,480026197,513187,1722345213,38.310829,968.239929,16.594248,286033.53125,2,1,1,0,0,normal
7,480006511,513193,1722345213,40.104103,968.750671,16.667414,5684.846191,0,1,1,0,0,normal
6,480008288,513332,1722345213,40.100231,968.933044,17.148739,5684.846191,0,1,1,0,0,normal
5,480020830,513463,1722345213,40.553543,968.82312,17.182056,6514.658203,8,1,1,0,0,normal
1,479990353,513471,1722345213,37.71595,968.513123,17.638483,213022.671875,2,1,1,0,0,normal
7,480006511,513476,1722345213,39.546532,968.760925,16.734333,32413.269531,1,1,1,0,0,normal
4,479999071,513480,1722345213,40.522018,968.309875,16.56354,10253.124023,0,1,1,0,0,normal
6,480008288,513615,1722345213,39.530918,968.985657,16.971186,59995.3125,1,1,1,0,0,normal
4,479999071,513760,1722345213,40.007637,968.336792,16.462593,167265.59375,1,1,1,0,0,normal
3,479999824,513875,1722345213,39.742596,968.399719,16.854305,8000.0,9,1,1,0,0,normal
5,480020830,514174,1722345214,40.686752,968.825623,17.091522,6623.887207,9,1,1,0,0,normal
3,479999824,514601,1722345214,39.809242,968.391357,16.708466,8234.688477,0,1,1,0,0,normal
7,480006511,514881,1722345214,38.576958,968.687866,16.500168,32388.664062,2,1,1,0,0,normal
3,479999824,514885,1722345214,39.32299,968.45459,16.619516,142538.96875,1,1,1,0,0,normal
5,480020830,514890,1722345214,40.778973,968.799377,16.988317,6724.101562,0,1,1,0,0,normal
